Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,Season,Overall Rating_home,Attack_home,Midfield_home,Defence_home,Num of Players_home,Build-up Style_home,Overall Rating_away,Attack_away,Midfield_away,Defence_away,Num of Players_away,Build-up Style_away
B1,2023-08-18,19:45,Oud-Heverlee Leuven,Antwerp,1,1,D,0.0,1.0,A,10.0,13.0,2.0,4.0,16.0,10.0,7.0,7.0,4.0,2.0,1.0,0.0,5.25,4.0,1.62,2023-2024,68.0,69.0,68.0,69.0,28.0,Balanced,73.0,74.0,73.0,73.0,27.0,Fast build up
B1,2023-08-19,15:00,Standard,Cercle Brugge,0,1,A,0.0,0.0,D,7.0,16.0,3.0,4.0,10.0,11.0,3.0,2.0,2.0,2.0,0.0,0.0,2.9,3.4,2.38,2023-2024,,,,,,,69.0,70.0,70.0,67.0,28.0,Balanced
B1,2023-08-19,19:45,Mechelen,St. Gilloise,4,0,H,1.0,0.0,H,10.0,14.0,7.0,1.0,9.0,10.0,4.0,6.0,0.0,2.0,0.0,0.0,4.33,3.75,1.75,2023-2024,69.0,71.0,68.0,68.0,28.0,Balanced,72.0,72.0,70.0,72.0,27.0,Balanced
B1,2023-08-20,12:30,Anderlecht,Westerlo,2,1,H,1.0,0.0,H,24.0,18.0,7.0,3.0,7.0,13.0,6.0,2.0,1.0,3.0,0.0,0.0,1.83,3.75,4.0,2023-2024,74.0,74.0,73.0,74.0,28.0,Balanced,68.0,67.0,67.0,68.0,28.0,Balanced
B1,2023-08-20,15:00,Genk,Charleroi,0,0,D,0.0,0.0,D,23.0,7.0,7.0,3.0,11.0,13.0,11.0,4.0,0.0,0.0,0.0,0.0,1.53,4.2,5.5,2023-2024,72.0,71.0,72.0,72.0,26.0,Long ball,69.0,72.0,70.0,68.0,28.0,Balanced
B1,2023-08-20,15:00,Gent,St Truiden,2,2,D,1.0,2.0,A,19.0,14.0,5.0,3.0,11.0,9.0,7.0,2.0,2.0,2.0,0.0,0.0,1.4,4.75,7.5,2023-2024,72.0,71.0,72.0,72.0,28.0,Fast build up,68.0,70.0,68.0,68.0,27.0,Fast build up
B1,2023-08-20,17:30,Club Brugge,RWD Molenbeek,7,1,H,2.0,1.0,H,23.0,9.0,9.0,3.0,10.0,12.0,8.0,3.0,0.0,1.0,0.0,0.0,1.29,5.75,9.5,2023-2024,74.0,73.0,75.0,71.0,27.0,Long ball,67.0,70.0,68.0,65.0,28.0,Balanced
B1,2023-08-20,18:15,Kortrijk,Eupen,1,3,A,0.0,0.0,D,13.0,15.0,4.0,8.0,15.0,15.0,5.0,9.0,5.0,4.0,1.0,0.0,2.25,3.5,3.0,2023-2024,67.0,67.0,68.0,66.0,28.0,Balanced,67.0,67.0,67.0,66.0,28.0,Long ball
B1,2023-08-26,15:00,Westerlo,Mechelen,2,3,A,2.0,0.0,H,11.0,17.0,4.0,5.0,8.0,9.0,5.0,4.0,0.0,3.0,0.0,0.0,2.2,3.5,3.1,2023-2024,68.0,67.0,67.0,68.0,28.0,Balanced,69.0,71.0,68.0,68.0,28.0,Balanced
B1,2023-08-26,17:15,Eupen,Oud-Heverlee Leuven,3,1,H,1.0,0.0,H,17.0,22.0,4.0,5.0,15.0,9.0,3.0,5.0,1.0,2.0,0.0,0.0,3.0,3.6,2.2,2023-2024,67.0,67.0,67.0,66.0,28.0,Long ball,68.0,69.0,68.0,69.0,28.0,Balanced
B1,2023-08-26,19:45,Kortrijk,Standard,1,1,D,1.0,0.0,H,19.0,23.0,6.0,6.0,7.0,12.0,7.0,10.0,0.0,2.0,0.0,0.0,3.0,3.4,2.3,2023-2024,67.0,67.0,68.0,66.0,28.0,Balanced,,,,,,
B1,2023-08-27,15:00,St Truiden,Cercle Brugge,0,2,A,0.0,0.0,D,20.0,25.0,4.0,8.0,8.0,18.0,8.0,8.0,1.0,1.0,0.0,0.0,3.25,3.3,2.2,2023-2024,68.0,70.0,68.0,68.0,27.0,Fast build up,69.0,70.0,70.0,67.0,28.0,Balanced
B1,2023-08-27,17:30,Anderlecht,Charleroi,2,1,H,1.0,0.0,H,15.0,18.0,8.0,5.0,12.0,16.0,4.0,7.0,0.0,2.0,0.0,0.0,1.75,3.75,4.5,2023-2024,74.0,74.0,73.0,74.0,28.0,Balanced,69.0,72.0,70.0,68.0,28.0,Balanced
B1,2023-09-01,19:45,Oud-Heverlee Leuven,Kortrijk,3,0,H,1.0,0.0,H,20.0,13.0,9.0,7.0,10.0,14.0,4.0,1.0,1.0,3.0,0.0,0.0,1.6,4.5,4.5,2023-2024,68.0,69.0,68.0,69.0,28.0,Balanced,67.0,67.0,68.0,66.0,28.0,Balanced
B1,2023-09-02,15:00,Cercle Brugge,Westerlo,2,1,H,1.0,0.0,H,21.0,7.0,6.0,1.0,16.0,16.0,14.0,1.0,0.0,1.0,0.0,0.0,1.55,4.2,5.5,2023-2024,69.0,70.0,70.0,67.0,28.0,Balanced,68.0,67.0,67.0,68.0,28.0,Balanced
B1,2023-09-02,17:15,Mechelen,Eupen,1,0,H,0.0,0.0,D,22.0,9.0,6.0,1.0,10.0,13.0,6.0,4.0,0.0,1.0,0.0,0.0,1.8,3.8,4.0,2023-2024,69.0,71.0,68.0,68.0,28.0,Balanced,67.0,67.0,67.0,66.0,28.0,Long ball
B1,2023-09-02,19:45,Standard,RWD Molenbeek,1,1,D,1.0,1.0,D,11.0,8.0,4.0,3.0,9.0,22.0,5.0,0.0,1.0,3.0,0.0,0.0,1.95,3.6,3.6,2023-2024,,,,,,,67.0,70.0,68.0,65.0,28.0,Balanced
B1,2023-09-03,12:30,Gent,Club Brugge,2,1,H,1.0,1.0,D,14.0,14.0,4.0,7.0,14.0,12.0,5.0,6.0,2.0,0.0,1.0,0.0,2.4,3.5,2.75,2023-2024,72.0,71.0,72.0,72.0,28.0,Fast build up,74.0,73.0,75.0,71.0,27.0,Long ball
B1,2023-09-03,15:00,St. Gilloise,Antwerp,2,2,D,1.0,2.0,A,24.0,8.0,7.0,5.0,9.0,12.0,8.0,4.0,1.0,2.0,0.0,0.0,2.3,3.4,3.0,2023-2024,72.0,72.0,70.0,72.0,27.0,Balanced,73.0,74.0,73.0,73.0,27.0,Fast build up
B1,2023-09-03,17:30,Genk,Anderlecht,1,1,D,0.0,0.0,D,12.0,8.0,4.0,4.0,6.0,15.0,7.0,7.0,5.0,6.0,1.0,0.0,1.91,3.6,3.8,2023-2024,72.0,71.0,72.0,72.0,26.0,Long ball,74.0,74.0,73.0,74.0,28.0,Balanced
B1,2023-09-03,18:15,Charleroi,St Truiden,1,1,D,0.0,0.0,D,18.0,8.0,5.0,5.0,12.0,6.0,3.0,5.0,2.0,0.0,0.0,1.0,2.25,3.3,3.2,2023-2024,69.0,72.0,70.0,68.0,28.0,Balanced,68.0,70.0,68.0,68.0,27.0,Fast build up
B1,2023-09-15,19:45,Westerlo,Antwerp,0,3,A,0.0,1.0,A,9.0,15.0,2.0,4.0,13.0,9.0,4.0,5.0,3.0,0.0,0.0,0.0,5.5,4.0,1.57,2023-2024,68.0,67.0,67.0,68.0,28.0,Balanced,73.0,74.0,73.0,73.0,27.0,Fast build up
B1,2023-09-16,15:00,RWD Molenbeek,Cercle Brugge,2,1,H,1.0,1.0,D,10.0,15.0,5.0,4.0,18.0,12.0,5.0,4.0,3.0,3.0,0.0,0.0,4.2,3.75,1.8,2023-2024,67.0,70.0,68.0,65.0,28.0,Balanced,69.0,70.0,70.0,67.0,28.0,Balanced
B1,2023-09-16,17:15,St. Gilloise,Genk,0,2,A,0.0,1.0,A,25.0,7.0,4.0,2.0,15.0,15.0,7.0,3.0,1.0,6.0,0.0,0.0,1.91,3.6,3.75,2023-2024,72.0,72.0,70.0,72.0,27.0,Balanced,72.0,71.0,72.0,72.0,26.0,Long ball
B1,2023-09-16,19:45,Club Brugge,Charleroi,4,2,H,2.0,2.0,D,25.0,14.0,10.0,8.0,8.0,6.0,5.0,5.0,2.0,3.0,0.0,0.0,1.4,4.75,6.5,2023-2024,74.0,73.0,75.0,71.0,27.0,Long ball,69.0,72.0,70.0,68.0,28.0,Balanced
B1,2023-09-17,12:30,Eupen,Standard,1,3,A,0.0,2.0,A,13.0,16.0,3.0,6.0,5.0,12.0,6.0,6.0,1.0,4.0,0.0,1.0,3.0,3.4,2.3,2023-2024,67.0,67.0,67.0,66.0,28.0,Long ball,,,,,,
B1,2023-09-17,15:00,Kortrijk,Anderlecht,2,2,D,1.0,1.0,D,9.0,18.0,4.0,6.0,13.0,6.0,3.0,11.0,5.0,1.0,1.0,1.0,4.5,4.0,1.7,2023-2024,67.0,67.0,68.0,66.0,28.0,Balanced,74.0,74.0,73.0,74.0,28.0,Balanced
B1,2023-09-17,17:30,Oud-Heverlee Leuven,Gent,1,1,D,1.0,1.0,D,9.0,22.0,2.0,4.0,7.0,11.0,3.0,16.0,4.0,3.0,0.0,0.0,4.33,3.75,1.75,2023-2024,68.0,69.0,68.0,69.0,28.0,Balanced,72.0,71.0,72.0,72.0,28.0,Fast build up
B1,2023-09-17,18:15,St Truiden,Mechelen,2,0,H,1.0,0.0,H,16.0,13.0,4.0,7.0,8.0,12.0,1.0,7.0,1.0,2.0,0.0,0.0,2.4,3.4,2.88,2023-2024,68.0,70.0,68.0,68.0,27.0,Fast build up,69.0,71.0,68.0,68.0,28.0,Balanced
B1,2023-09-22,19:45,Standard,Westerlo,0,0,D,0.0,0.0,D,14.0,3.0,5.0,2.0,6.0,23.0,5.0,2.0,0.0,3.0,0.0,0.0,1.8,4.0,3.8,2023-2024,,,,,,,68.0,67.0,67.0,68.0,28.0,Balanced
B1,2023-09-23,15:00,Charleroi,Kortrijk,1,0,H,1.0,0.0,H,14.0,13.0,5.0,3.0,16.0,13.0,8.0,7.0,2.0,1.0,0.0,0.0,1.62,4.33,4.75,2023-2024,69.0,72.0,70.0,68.0,28.0,Balanced,67.0,67.0,68.0,66.0,28.0,Balanced
B1,2023-09-23,17:15,Mechelen,Oud-Heverlee Leuven,1,2,A,0.0,2.0,A,16.0,15.0,4.0,8.0,12.0,7.0,6.0,6.0,5.0,3.0,0.0,0.0,1.91,3.75,3.6,2023-2024,69.0,71.0,68.0,68.0,28.0,Balanced,68.0,69.0,68.0,69.0,28.0,Balanced
B1,2023-09-23,19:45,Antwerp,RWD Molenbeek,0,0,D,0.0,0.0,D,14.0,5.0,3.0,1.0,4.0,14.0,9.0,1.0,0.0,1.0,0.0,0.0,1.3,5.0,9.0,2023-2024,73.0,74.0,73.0,73.0,27.0,Fast build up,67.0,70.0,68.0,65.0,28.0,Balanced
B1,2023-09-24,12:30,Genk,St Truiden,3,3,D,0.0,3.0,A,20.0,16.0,7.0,6.0,17.0,11.0,5.0,1.0,2.0,4.0,0.0,0.0,1.55,4.33,5.25,2023-2024,72.0,71.0,72.0,72.0,26.0,Long ball,68.0,70.0,68.0,68.0,27.0,Fast build up
B1,2023-09-24,15:00,Cercle Brugge,St. Gilloise,0,2,A,0.0,1.0,A,6.0,15.0,1.0,7.0,8.0,17.0,3.0,2.0,3.0,3.0,1.0,0.0,2.63,3.6,2.45,2023-2024,69.0,70.0,70.0,67.0,28.0,Balanced,72.0,72.0,70.0,72.0,27.0,Balanced
B1,2023-09-24,17:30,Anderlecht,Club Brugge,1,1,D,1.0,0.0,H,8.0,9.0,1.0,3.0,12.0,11.0,3.0,3.0,1.0,1.0,0.0,0.0,3.1,3.6,2.15,2023-2024,74.0,74.0,73.0,74.0,28.0,Balanced,74.0,73.0,75.0,71.0,27.0,Long ball
B1,2023-09-24,18:15,Gent,Eupen,2,1,H,0.0,1.0,A,13.0,14.0,6.0,3.0,9.0,16.0,3.0,7.0,1.0,4.0,1.0,0.0,1.29,5.5,11.0,2023-2024,72.0,71.0,72.0,72.0,28.0,Fast build up,67.0,67.0,67.0,66.0,28.0,Long ball
B1,2023-09-27,19:45,Antwerp,Gent,0,0,D,0.0,0.0,D,14.0,6.0,4.0,2.0,10.0,4.0,6.0,0.0,3.0,1.0,0.0,0.0,2.1,3.6,3.2,2023-2024,73.0,74.0,73.0,73.0,27.0,Fast build up,72.0,71.0,72.0,72.0,28.0,Fast build up
B1,2023-09-28,17:30,RWD Molenbeek,St. Gilloise,2,3,A,2.0,2.0,D,10.0,16.0,7.0,8.0,8.0,14.0,3.0,8.0,2.0,3.0,0.0,0.0,4.75,3.8,1.7,2023-2024,67.0,70.0,68.0,65.0,28.0,Balanced,72.0,72.0,70.0,72.0,27.0,Balanced
B1,2023-09-28,19:45,Club Brugge,Genk,1,1,D,0.0,1.0,A,18.0,15.0,3.0,5.0,16.0,7.0,10.0,3.0,4.0,1.0,0.0,0.0,1.85,3.6,4.2,2023-2024,74.0,73.0,75.0,71.0,27.0,Long ball,72.0,71.0,72.0,72.0,26.0,Long ball
B1,2023-09-29,19:45,Kortrijk,Cercle Brugge,2,1,H,0.0,0.0,D,10.0,10.0,4.0,2.0,13.0,19.0,3.0,7.0,3.0,1.0,0.0,0.0,5.0,4.0,1.62,2023-2024,67.0,67.0,68.0,66.0,28.0,Balanced,69.0,70.0,70.0,67.0,28.0,Balanced
B1,2023-09-30,15:00,Eupen,Anderlecht,1,3,A,1.0,1.0,D,9.0,20.0,3.0,6.0,11.0,15.0,2.0,4.0,1.0,0.0,0.0,0.0,4.2,4.0,1.73,2023-2024,67.0,67.0,67.0,66.0,28.0,Long ball,74.0,74.0,73.0,74.0,28.0,Balanced
B1,2023-09-30,17:15,Oud-Heverlee Leuven,Standard,1,2,A,0.0,1.0,A,11.0,14.0,5.0,3.0,10.0,11.0,6.0,3.0,2.0,1.0,0.0,0.0,2.3,3.6,2.88,2023-2024,68.0,69.0,68.0,69.0,28.0,Balanced,,,,,,
B1,2023-09-30,19:45,Mechelen,Antwerp,0,0,D,0.0,0.0,D,14.0,22.0,3.0,4.0,3.0,5.0,5.0,13.0,0.0,1.0,0.0,0.0,3.6,4.0,1.85,2023-2024,69.0,71.0,68.0,68.0,28.0,Balanced,73.0,74.0,73.0,73.0,27.0,Fast build up
B1,2023-10-01,12:30,St. Gilloise,Charleroi,3,1,H,3.0,1.0,H,17.0,4.0,7.0,3.0,13.0,13.0,8.0,7.0,1.0,2.0,0.0,0.0,1.55,4.2,5.5,2023-2024,72.0,72.0,70.0,72.0,27.0,Balanced,69.0,72.0,70.0,68.0,28.0,Balanced
B1,2023-10-01,15:00,Genk,Westerlo,3,3,D,2.0,1.0,H,18.0,10.0,6.0,7.0,7.0,12.0,4.0,7.0,2.0,2.0,1.0,0.0,1.44,4.5,7.0,2023-2024,72.0,71.0,72.0,72.0,26.0,Long ball,68.0,67.0,67.0,68.0,28.0,Balanced
B1,2023-10-01,17:30,Club Brugge,St Truiden,1,1,D,0.0,0.0,D,20.0,12.0,7.0,3.0,12.0,8.0,11.0,4.0,3.0,1.0,0.0,0.0,1.36,4.75,8.5,2023-2024,74.0,73.0,75.0,71.0,27.0,Long ball,68.0,70.0,68.0,68.0,27.0,Fast build up
B1,2023-10-01,18:15,RWD Molenbeek,Gent,1,1,D,1.0,1.0,D,9.0,19.0,3.0,9.0,9.0,10.0,4.0,4.0,3.0,1.0,0.0,0.0,4.5,4.0,1.7,2023-2024,67.0,70.0,68.0,65.0,28.0,Balanced,72.0,71.0,72.0,72.0,28.0,Fast build up
B1,2023-10-06,19:45,Charleroi,RWD Molenbeek,2,1,H,0.0,0.0,D,22.0,6.0,7.0,3.0,9.0,7.0,14.0,2.0,1.0,3.0,0.0,1.0,1.91,3.75,3.75,2023-2024,69.0,72.0,70.0,68.0,28.0,Balanced,67.0,70.0,68.0,65.0,28.0,Balanced
B1,2023-10-07,15:00,Cercle Brugge,Oud-Heverlee Leuven,3,2,H,2.0,2.0,D,18.0,13.0,7.0,5.0,9.0,9.0,6.0,6.0,2.0,3.0,0.0,0.0,1.57,4.33,5.0,2023-2024,69.0,70.0,70.0,67.0,28.0,Balanced,68.0,69.0,68.0,69.0,28.0,Balanced
B1,2023-10-07,17:15,Westerlo,Kortrijk,1,0,H,1.0,0.0,H,13.0,13.0,4.0,3.0,15.0,10.0,1.0,10.0,2.0,4.0,0.0,0.0,1.8,4.0,3.8,2023-2024,68.0,67.0,67.0,68.0,28.0,Balanced,67.0,67.0,68.0,66.0,28.0,Balanced
B1,2023-10-07,19:45,Anderlecht,Mechelen,3,1,H,1.0,0.0,H,19.0,13.0,9.0,3.0,14.0,10.0,8.0,1.0,2.0,3.0,0.0,0.0,1.73,4.0,4.2,2023-2024,74.0,74.0,73.0,74.0,28.0,Balanced,69.0,71.0,68.0,68.0,28.0,Balanced
B1,2023-10-08,12:30,Standard,Club Brugge,2,1,H,1.0,0.0,H,7.0,16.0,5.0,7.0,13.0,14.0,1.0,6.0,4.0,1.0,0.0,0.0,4.75,4.0,1.65,2023-2024,,,,,,,74.0,73.0,75.0,71.0,27.0,Long ball
B1,2023-10-08,15:00,Antwerp,Eupen,4,1,H,2.0,1.0,H,27.0,5.0,12.0,2.0,8.0,10.0,8.0,2.0,0.0,2.0,0.0,0.0,1.25,6.5,9.5,2023-2024,73.0,74.0,73.0,73.0,27.0,Fast build up,67.0,67.0,67.0,66.0,28.0,Long ball
B1,2023-10-08,17:30,Gent,Genk,1,1,D,0.0,0.0,D,18.0,20.0,9.0,6.0,9.0,14.0,4.0,9.0,1.0,3.0,0.0,0.0,1.95,3.75,3.5,2023-2024,72.0,71.0,72.0,72.0,28.0,Fast build up,72.0,71.0,72.0,72.0,26.0,Long ball
B1,2023-10-08,18:15,St Truiden,St. Gilloise,0,4,A,0.0,2.0,A,9.0,12.0,1.0,7.0,3.0,15.0,3.0,5.0,1.0,4.0,0.0,0.0,4.0,3.75,1.83,2023-2024,68.0,70.0,68.0,68.0,27.0,Fast build up,72.0,72.0,70.0,72.0,27.0,Balanced
B1,2023-10-20,19:45,St. Gilloise,Eupen,4,1,H,2.0,0.0,H,21.0,6.0,11.0,1.0,14.0,14.0,3.0,1.0,0.0,3.0,0.0,1.0,1.18,6.5,13.0,2023-2024,72.0,72.0,70.0,72.0,27.0,Balanced,67.0,67.0,67.0,66.0,28.0,Long ball
B1,2023-10-21,15:00,Kortrijk,Club Brugge,1,0,H,1.0,0.0,H,6.0,18.0,2.0,4.0,14.0,9.0,1.0,9.0,4.0,2.0,0.0,0.0,7.0,5.0,1.4,2023-2024,67.0,67.0,68.0,66.0,28.0,Balanced,74.0,73.0,75.0,71.0,27.0,Long ball
B1,2023-10-21,17:15,RWD Molenbeek,Westerlo,1,1,D,0.0,0.0,D,12.0,9.0,6.0,5.0,10.0,8.0,7.0,4.0,2.0,2.0,0.0,0.0,2.25,3.5,2.9,2023-2024,67.0,70.0,68.0,65.0,28.0,Balanced,68.0,67.0,67.0,68.0,28.0,Balanced
B1,2023-10-21,19:45,Charleroi,Antwerp,3,2,H,0.0,0.0,D,10.0,11.0,5.0,5.0,6.0,12.0,5.0,2.0,2.0,2.0,0.0,0.0,3.2,3.4,2.15,2023-2024,69.0,72.0,70.0,68.0,28.0,Balanced,73.0,74.0,73.0,73.0,27.0,Fast build up
B1,2023-10-22,12:30,Genk,Mechelen,4,0,H,2.0,0.0,H,19.0,10.0,9.0,3.0,6.0,10.0,4.0,3.0,1.0,2.0,0.0,0.0,1.53,4.2,5.75,2023-2024,72.0,71.0,72.0,72.0,26.0,Long ball,69.0,71.0,68.0,68.0,28.0,Balanced
B1,2023-10-22,15:00,Cercle Brugge,Gent,2,0,H,0.0,0.0,D,16.0,10.0,5.0,4.0,17.0,15.0,6.0,7.0,3.0,2.0,0.0,1.0,2.6,3.5,2.5,2023-2024,69.0,70.0,70.0,67.0,28.0,Balanced,72.0,71.0,72.0,72.0,28.0,Fast build up
B1,2023-10-22,17:30,Standard,Anderlecht,3,2,H,0.0,2.0,A,15.0,13.0,8.0,7.0,12.0,14.0,3.0,8.0,2.0,3.0,0.0,0.0,3.0,3.4,2.25,2023-2024,,,,,,,74.0,74.0,73.0,74.0,28.0,Balanced
B1,2023-10-22,18:15,Oud-Heverlee Leuven,St Truiden,4,0,H,2.0,0.0,H,11.0,18.0,4.0,3.0,9.0,12.0,3.0,7.0,1.0,3.0,0.0,0.0,2.3,3.5,2.88,2023-2024,68.0,69.0,68.0,69.0,28.0,Balanced,68.0,70.0,68.0,68.0,27.0,Fast build up
B1,2023-10-27,19:45,St Truiden,RWD Molenbeek,2,1,H,0.0,0.0,D,9.0,10.0,5.0,3.0,9.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,1.85,3.6,4.0,2023-2024,68.0,70.0,68.0,68.0,27.0,Fast build up,67.0,70.0,68.0,65.0,28.0,Balanced
B1,2023-10-28,15:00,Mechelen,Cercle Brugge,0,2,A,0.0,0.0,D,11.0,22.0,7.0,4.0,13.0,15.0,8.0,3.0,1.0,3.0,0.0,0.0,3.3,3.6,2.1,2023-2024,69.0,71.0,68.0,68.0,28.0,Balanced,69.0,70.0,70.0,67.0,28.0,Balanced
B1,2023-10-28,17:15,Eupen,Charleroi,2,0,H,1.0,0.0,H,8.0,17.0,5.0,5.0,11.0,13.0,4.0,8.0,3.0,2.0,0.0,0.0,3.3,3.75,2.0,2023-2024,67.0,67.0,67.0,66.0,28.0,Long ball,69.0,72.0,70.0,68.0,28.0,Balanced
B1,2023-10-28,19:45,Anderlecht,Oud-Heverlee Leuven,5,1,H,2.0,1.0,H,18.0,13.0,9.0,7.0,13.0,13.0,5.0,1.0,1.0,1.0,0.0,0.0,1.53,4.33,5.5,2023-2024,74.0,74.0,73.0,74.0,28.0,Balanced,68.0,69.0,68.0,69.0,28.0,Balanced
B1,2023-10-29,12:30,Club Brugge,Antwerp,2,1,H,1.0,0.0,H,11.0,8.0,5.0,2.0,11.0,9.0,3.0,3.0,4.0,1.0,0.0,0.0,1.91,3.6,3.8,2023-2024,74.0,73.0,75.0,71.0,27.0,Long ball,73.0,74.0,73.0,73.0,27.0,Fast build up
B1,2023-10-29,15:00,Westerlo,St. Gilloise,1,3,A,1.0,1.0,D,12.0,22.0,4.0,7.0,11.0,10.0,5.0,8.0,1.0,1.0,0.0,0.0,5.0,4.0,1.62,2023-2024,68.0,67.0,67.0,68.0,28.0,Balanced,72.0,72.0,70.0,72.0,27.0,Balanced
B1,2023-10-29,17:30,Gent,Standard,3,1,H,3.0,0.0,H,18.0,12.0,9.0,7.0,16.0,15.0,4.0,4.0,2.0,2.0,0.0,0.0,1.62,4.33,4.5,2023-2024,72.0,71.0,72.0,72.0,28.0,Fast build up,,,,,,
B1,2023-10-29,18:15,Kortrijk,Genk,0,3,A,0.0,0.0,D,12.0,15.0,3.0,9.0,10.0,16.0,8.0,5.0,3.0,2.0,0.0,0.0,6.0,4.33,1.5,2023-2024,67.0,67.0,68.0,66.0,28.0,Balanced,72.0,71.0,72.0,72.0,26.0,Long ball
B1,2023-11-03,19:45,St Truiden,Eupen,1,1,D,1.0,0.0,H,16.0,5.0,4.0,1.0,10.0,13.0,5.0,1.0,1.0,1.0,0.0,0.0,1.62,4.2,5.0,2023-2024,68.0,70.0,68.0,68.0,27.0,Fast build up,67.0,67.0,67.0,66.0,28.0,Long ball
B1,2023-11-04,15:00,RWD Molenbeek,Kortrijk,1,1,D,1.0,1.0,D,9.0,5.0,5.0,2.0,14.0,7.0,4.0,2.0,3.0,1.0,0.0,0.0,1.91,3.8,3.6,2023-2024,67.0,70.0,68.0,65.0,28.0,Balanced,67.0,67.0,68.0,66.0,28.0,Balanced
B1,2023-11-04,17:15,Oud-Heverlee Leuven,Westerlo,0,2,A,0.0,0.0,D,10.0,10.0,2.0,6.0,11.0,13.0,7.0,7.0,3.0,7.0,0.0,0.0,2.1,3.6,3.25,2023-2024,68.0,69.0,68.0,69.0,28.0,Balanced,68.0,67.0,67.0,68.0,28.0,Balanced
B1,2023-11-04,19:45,Antwerp,Genk,3,2,H,3.0,1.0,H,14.0,17.0,5.0,8.0,13.0,12.0,5.0,5.0,3.0,4.0,0.0,0.0,2.15,3.5,3.2,2023-2024,73.0,74.0,73.0,73.0,27.0,Fast build up,72.0,71.0,72.0,72.0,26.0,Long ball
B1,2023-11-05,12:30,Cercle Brugge,Anderlecht,0,3,A,0.0,2.0,A,16.0,7.0,2.0,5.0,14.0,13.0,7.0,1.0,2.0,3.0,0.0,0.0,2.4,3.5,2.75,2023-2024,69.0,70.0,70.0,67.0,28.0,Balanced,74.0,74.0,73.0,74.0,28.0,Balanced
B1,2023-11-05,15:00,Standard,Mechelen,1,1,D,1.0,0.0,H,10.0,11.0,4.0,4.0,10.0,19.0,10.0,1.0,1.0,4.0,0.0,0.0,1.7,3.8,4.5,2023-2024,,,,,,,69.0,71.0,68.0,68.0,28.0,Balanced
B1,2023-11-05,17:30,St. Gilloise,Club Brugge,2,1,H,1.0,0.0,H,19.0,5.0,6.0,2.0,11.0,6.0,9.0,4.0,3.0,4.0,0.0,0.0,2.25,3.6,3.0,2023-2024,72.0,72.0,70.0,72.0,27.0,Balanced,74.0,73.0,75.0,71.0,27.0,Long ball
B1,2023-11-05,18:15,Charleroi,Gent,1,3,A,0.0,1.0,A,11.0,17.0,3.0,9.0,5.0,4.0,0.0,6.0,3.0,0.0,0.0,0.0,3.4,3.5,2.05,2023-2024,69.0,72.0,70.0,68.0,28.0,Balanced,72.0,71.0,72.0,72.0,28.0,Fast build up
B1,2023-11-10,19:45,Westerlo,St Truiden,3,3,D,2.0,1.0,H,17.0,10.0,4.0,7.0,11.0,13.0,9.0,3.0,3.0,2.0,0.0,0.0,2.6,3.4,2.6,2023-2024,68.0,67.0,67.0,68.0,28.0,Balanced,68.0,70.0,68.0,68.0,27.0,Fast build up
B1,2023-11-11,15:00,Antwerp,Standard,6,0,H,4.0,0.0,H,15.0,2.0,9.0,0.0,13.0,10.0,6.0,2.0,2.0,2.0,0.0,0.0,1.6,4.0,5.0,2023-2024,73.0,74.0,73.0,73.0,27.0,Fast build up,,,,,,
B1,2023-11-11,17:15,Eupen,RWD Molenbeek,1,3,A,1.0,1.0,D,11.0,20.0,4.0,10.0,12.0,14.0,8.0,5.0,1.0,4.0,0.0,0.0,2.63,3.4,2.55,2023-2024,67.0,67.0,67.0,66.0,28.0,Long ball,67.0,70.0,68.0,65.0,28.0,Balanced
B1,2023-11-11,19:45,Mechelen,Charleroi,1,0,H,0.0,0.0,D,19.0,6.0,7.0,3.0,11.0,10.0,8.0,2.0,2.0,1.0,0.0,1.0,2.63,3.4,2.6,2023-2024,69.0,71.0,68.0,68.0,28.0,Balanced,69.0,72.0,70.0,68.0,28.0,Balanced
B1,2023-11-12,12:30,Club Brugge,Cercle Brugge,0,0,D,0.0,0.0,D,14.0,20.0,7.0,3.0,11.0,12.0,10.0,3.0,2.0,5.0,0.0,0.0,1.73,4.0,4.33,2023-2024,74.0,73.0,75.0,71.0,27.0,Long ball,69.0,70.0,70.0,67.0,28.0,Balanced
B1,2023-11-12,15:00,Genk,Oud-Heverlee Leuven,3,1,H,1.0,0.0,H,18.0,6.0,6.0,3.0,14.0,19.0,3.0,2.0,2.0,4.0,0.0,0.0,1.4,4.75,7.0,2023-2024,72.0,71.0,72.0,72.0,26.0,Long ball,68.0,69.0,68.0,69.0,28.0,Balanced
B1,2023-11-12,17:30,Gent,Anderlecht,1,1,D,1.0,1.0,D,10.0,7.0,5.0,2.0,12.0,10.0,8.0,3.0,1.0,2.0,0.0,0.0,2.15,3.6,3.2,2023-2024,72.0,71.0,72.0,72.0,28.0,Fast build up,74.0,74.0,73.0,74.0,28.0,Balanced
