Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,matchday,Home_pre_po,Away_pre_po,home_Public_per,draw_public_per,away_public_per,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
B1,12/03/2022,17:30,Waregem,Eupen,3,0,31,16,15,58.6,24.1,17.2,H,1,0,H,9,16,5,6,12,6,1,9,2,1,0,0,2.3,3.5,2.8,2.37,3.5,2.85,2.35,3.4,2.7,2.42,3.63,2.81,2.35,3.4,2.88,2.3,3.4,2.88,2.46,3.7,2.88,2.38,3.53,2.79
B1,12/03/2022,19:45,Oostende,Club Brugge,1,3,31,14,2,3.4,0,96.6,A,1,2,A,17,9,4,4,11,8,6,4,1,2,0,0,7.5,4.75,1.4,6.5,5,1.43,6.75,4.9,1.4,7.3,5.09,1.39,6,4.2,1.5,7.5,4.75,1.36,7.5,5.3,1.43,7.03,4.92,1.4
B1,13/03/2022,12:30,Anderlecht,Antwerp,2,1,31,4,3,65.5,34.5,0,H,1,1,D,15,12,10,5,12,13,6,3,3,4,0,0,1.61,4,5,1.62,4.2,5,1.63,4.1,4.6,1.65,4.2,4.9,1.75,3.75,4.33,1.65,4,4.75,1.68,4.3,5,1.64,4.16,4.76
B1,13/03/2022,15:00,Genk,St Truiden,0,1,31,8,11,93.1,6.9,0,A,0,1,A,14,8,4,4,10,18,5,1,1,5,0,0,1.44,4.33,7,1.46,4.6,6.25,1.45,4.5,6.25,1.44,4.68,6.93,1.53,4,5.8,1.45,4.2,7,1.53,4.9,7,1.46,4.52,6.45
B1,13/03/2022,17:30,Beerschot VA,Gent,0,2,31,18,5,3.4,10.3,86.2,A,0,1,A,10,14,2,6,13,14,6,2,4,2,0,0,6.5,4.2,1.5,6,4.6,1.49,6,4.4,1.53,6.25,4.53,1.49,6,4.2,1.5,6,4.2,1.5,6.5,4.7,1.53,6.06,4.45,1.49
B1,13/03/2022,20:00,Standard,Seraing,0,1,31,13,17,96.6,3.4,0,A,0,0,D,9,12,3,5,13,13,3,4,3,1,0,0,1.75,3.75,4.33,1.78,3.8,4.33,1.77,3.7,4,1.79,3.81,4.42,1.78,3.6,4.33,1.75,3.6,4.4,1.81,3.88,4.5,1.78,3.73,4.28
B1,18/03/2022,19:45,St. Gilloise,Oostende,1,1,32,1,14,96,0,4,D,0,1,A,18,7,7,4,16,13,9,1,1,5,0,0,1.28,5,10,1.3,5.5,10,1.33,5,9,1.3,5.53,10.99,1.29,5,11,1.29,5.25,10,1.33,5.61,11,1.29,5.33,10.1
B1,19/03/2022,15:15,Eupen,Mechelen,1,1,32,16,6,19.2,11.5,69.2,D,1,1,D,12,22,5,6,3,7,6,12,3,0,1,0,2.9,3.5,2.3,2.85,3.5,2.35,2.8,3.45,2.3,2.87,3.75,2.33,2.8,3.5,2.35,2.88,3.4,2.3,2.9,3.77,2.38,2.83,3.59,2.32
B1,19/03/2022,17:30,Charleroi,Cercle Brugge,5,0,32,7,9,53.8,34.6,11.5,H,4,0,H,12,9,11,4,18,4,2,3,2,0,0,1,2.5,3.5,2.7,2.4,3.5,2.8,2.45,3.35,2.65,2.56,3.49,2.72,2.4,3.4,2.8,2.45,3.25,2.8,2.6,3.56,2.8,2.48,3.43,2.72
B1,19/03/2022,17:30,Seraing,Oud-Heverlee Leuven,1,1,32,17,11,3.8,26.9,69.2,D,0,0,D,12,12,3,5,11,13,3,3,2,1,0,0,2.9,3.4,2.37,2.85,3.5,2.35,2.75,3.4,2.35,2.78,3.59,2.46,3,3.5,2.25,2.9,3.3,2.38,2.9,3.67,2.5,2.79,3.5,2.39
B1,19/03/2022,19:45,Antwerp,Waregem,1,0,32,4,15,96.2,0,3.8,H,0,0,D,19,5,7,2,6,4,4,0,1,2,0,0,1.4,4.75,6,1.46,4.6,6.5,1.45,4.7,6,1.45,4.74,6.65,,,,1.44,4.5,6.5,1.48,4.9,7,1.44,4.67,6.41
B1,20/03/2022,12:30,Club Brugge,Genk,3,1,32,2,8,88.9,11.1,0,H,1,1,D,14,10,5,2,9,15,10,6,1,4,0,1,1.7,3.8,4.5,1.73,4.1,4.2,1.7,4,4,1.74,4.26,4.23,1.7,3.9,4.4,1.7,3.9,4.4,1.77,4.33,4.5,1.72,4.06,4.21
B1,20/03/2022,15:00,Kortrijk,Standard,0,1,32,12,13,29.6,37,33.3,A,0,0,D,12,10,1,3,16,19,2,6,0,3,0,0,2.5,3.25,2.87,2.45,3.4,2.8,2.45,3.3,2.75,2.39,3.6,2.87,2.45,3.3,2.8,2.45,3.25,2.8,2.5,3.65,2.87,2.43,3.43,2.79
B1,20/03/2022,17:30,Gent,Anderlecht,1,0,32,5,3,14.8,44.4,40.7,H,0,0,D,5,19,2,7,2,6,4,5,0,2,0,0,2.3,3.4,3,2.35,3.1,3.2,2.3,3.3,2.9,2.32,3.26,3.26,2.3,3.25,3.1,2.3,3.2,3.1,2.43,3.54,3.29,2.31,3.29,3.06
B1,20/03/2022,20:00,St Truiden,Beerschot VA,3,2,32,10,18,85.2,11.1,3.7,H,2,1,H,18,10,4,5,10,8,7,6,1,2,0,0,1.53,4,6,1.55,4.2,5.75,1.55,4.1,5.75,1.56,4.21,5.87,1.57,3.9,5.5,1.55,4,5.75,1.6,4.4,6,1.55,4.11,5.69
B1,01/04/2022,19:45,Beerschot VA,Club Brugge,1,3,33,18,2,0,3.8,96.2,A,0,1,A,4,22,1,10,10,8,2,5,1,0,0,0,10,5.75,1.22,11,6.25,1.25,10,6.25,1.25,10.63,6.51,1.26,10,5.25,1.29,11.5,6,1.22,12,6.75,1.26,10.86,6.25,1.24
B1,02/04/2022,15:15,Waregem,St Truiden,0,2,33,16,9,30.8,11.5,57.7,A,0,0,D,9,15,0,7,12,13,1,4,4,2,0,1,2.87,3.3,2.5,2.8,3.4,2.45,2.7,3.35,2.4,2.79,3.47,2.52,2.7,3.4,2.45,2.75,3.25,2.5,2.87,3.6,2.53,2.76,3.4,2.46
B1,02/04/2022,17:30,Mechelen,Kortrijk,3,2,33,7,12,76.9,7.7,15.4,H,1,1,D,15,15,7,5,7,11,11,6,0,2,0,0,1.66,4,4.33,1.68,4,4.6,1.7,4,4.5,1.7,4.29,4.42,1.65,3.9,4.8,1.65,3.9,4.75,1.72,4.33,4.75,1.68,4.05,4.51
B1,02/04/2022,17:30,Oostende,Seraing,2,2,33,14,17,88.5,7.7,3.8,D,1,1,D,13,7,2,4,9,6,6,4,2,1,0,0,2.2,3.6,3.1,2.2,3.5,3.1,2.2,3.45,3,2.29,3.47,3.14,2.2,3.4,3.1,2.25,3.3,3.1,2.32,3.71,3.25,2.23,3.49,3.06
B1,02/04/2022,19:45,Oud-Heverlee Leuven,Antwerp,0,1,33,11,3,0,11.5,88.5,A,0,1,A,16,9,5,3,11,11,6,3,1,3,0,0,3.4,3.75,2,3.4,3.75,2,3.25,3.6,2.05,3.36,3.81,2.06,3.1,3.5,2.15,3.4,3.4,2.1,3.5,3.85,2.1,3.34,3.69,2.03
B1,03/04/2022,12:30,Standard,St. Gilloise,1,3,33,13,1,7.7,7.7,84.6,A,1,1,D,5,13,1,5,18,12,4,7,4,2,0,0,4.33,4,1.66,5,3.7,1.68,4.4,3.75,1.7,5.18,3.89,1.67,4.6,3.5,1.75,4.6,3.7,1.73,5.3,4,1.74,4.93,3.77,1.68
B1,03/04/2022,15:00,Cercle Brugge,Gent,2,2,33,10,4,15.4,30.8,53.8,D,1,2,A,15,10,3,6,14,8,7,4,4,1,0,1,3.2,3.4,2.15,3.3,3.5,2.1,3.15,3.4,2.15,3.41,3.58,2.12,3.1,3.3,2.25,3.3,3.3,2.1,3.45,3.63,2.2,3.31,3.45,2.12
B1,03/04/2022,17:30,Anderlecht,Charleroi,4,0,33,5,6,88.5,11.5,0,H,1,0,H,20,1,11,0,8,14,5,2,1,2,0,0,1.5,4.75,5.75,1.49,4.5,6.25,1.47,4.5,6,1.47,4.66,6.52,1.47,4.2,6.5,1.45,4.4,6.5,1.5,4.75,6.75,1.47,4.56,6.23
B1,03/04/2022,20:00,Genk,Eupen,5,0,33,8,15,96.2,3.8,0,H,2,0,H,14,5,9,2,11,10,4,2,2,1,0,0,1.4,4.75,7,1.43,4.75,7,1.43,4.8,6.75,1.39,4.97,7.57,1.38,4.75,7.5,1.4,4.6,7,1.44,5.1,7.9,1.4,4.84,7.02
B1,09/04/2022,17:30,Eupen,Oostende,0,2,34,15,14,50,42.3,7.7,A,0,1,A,9,16,1,8,14,9,5,3,4,3,0,1,2.45,3.4,2.55,2.5,3.4,2.7,2.5,3.4,2.6,,,,,,,2.55,3.3,2.7,2.6,3.7,2.8,2.49,3.46,2.67
B1,09/04/2022,19:45,Antwerp,Cercle Brugge,1,1,34,3,10,92.3,7.7,0,D,0,0,D,24,5,7,1,6,11,9,2,0,1,0,0,1.95,3.3,3.6,2,3.5,3.5,2.05,3.5,3.3,2,3.79,3.55,,,,2,3.5,3.5,2.07,3.82,3.6,2.01,3.6,3.48
B1,10/04/2022,17:30,Charleroi,Waregem,3,0,34,7,16,82.1,17.9,0,H,3,0,H,15,9,7,3,9,11,7,3,0,2,0,0,1.45,4,6,1.51,4.33,6.25,1.47,4.5,6,1.51,4.42,6.27,,,,1.5,4.2,6,1.53,5,6.4,1.49,4.39,6.07
B1,10/04/2022,17:30,Club Brugge,Mechelen,2,0,34,2,6,100,0,0,H,1,0,H,22,8,8,0,8,6,7,4,2,1,0,0,1.3,5,8,1.34,5.5,8,1.33,5.5,7.5,1.35,5.2,8.35,,,,1.33,5.25,8,1.38,5.6,8.5,1.34,5.25,7.94
B1,10/04/2022,17:30,Gent,Oud-Heverlee Leuven,5,0,34,5,11,82.1,17.9,0,H,1,0,H,26,7,12,3,7,13,6,3,0,4,0,0,1.22,6,9.5,1.23,6.5,12,1.25,6.5,10,1.24,6.26,11.14,,,,1.2,6,13,1.25,6.75,13,1.22,6.32,11.69
B1,10/04/2022,17:30,Kortrijk,Anderlecht,2,3,34,12,4,3.6,3.6,92.9,A,1,1,D,15,15,5,9,10,6,7,3,1,1,0,0,7,4.75,1.33,7.25,4.8,1.42,7,5,1.4,7.85,4.61,1.41,,,,7.5,4.6,1.4,8.2,5.1,1.48,7.4,4.76,1.39
B1,10/04/2022,17:30,Seraing,Genk,0,2,34,17,8,3.6,0,96.4,A,0,1,A,4,13,2,6,3,13,4,7,0,2,1,0,5.75,4.2,1.5,6.25,4.5,1.49,6,4.5,1.5,6.67,4.55,1.47,,,,6.5,4.4,1.45,7,4.86,1.51,6.25,4.54,1.46
B1,10/04/2022,17:30,St. Gilloise,Beerschot VA,5,0,34,1,18,92.9,3.6,3.6,H,,,,,,,,,,,,,,,,1.14,7.5,12,1.17,7.5,17.5,1.17,7.5,15,1.16,7.51,16.65,,,,1.14,7.5,17,1.17,8,18,1.16,7.38,15.96
B1,10/04/2022,17:30,St Truiden,Standard,3,0,34,9,13,35.7,32.1,32.1,H,2,0,H,15,11,5,2,12,15,5,2,2,3,0,0,1.83,3.4,4,1.88,3.6,4,1.85,3.55,3.75,1.92,3.72,3.92,,,,1.87,3.6,3.9,1.94,3.75,4,1.89,3.61,3.89
B1,22/07/2022,19:45,Standard,Gent,2,2,1,6,5,23.3,53.3,23.3,D,1,0,H,7,25,3,9,14,13,2,12,5,2,1,0,4.2,3.6,1.85,4,3.5,1.9,3.8,3.45,1.9,4.27,3.67,1.89,3.6,3.4,2,4.1,3.5,1.85,4.7,3.69,1.91,4.07,3.53,1.88
B1,23/07/2022,15:00,Charleroi,Eupen,3,1,1,9,15,86.2,10.3,3.4,H,1,0,H,12,8,5,7,10,12,2,1,2,1,0,0,1.61,3.6,4.75,1.68,4,4.75,1.67,3.95,4.6,1.68,4.35,4.69,1.75,3.8,4.2,1.65,3.9,4.8,1.75,4.4,4.8,1.67,4.05,4.59
B1,23/07/2022,17:15,Kortrijk,Oud-Heverlee Leuven,0,2,1,14,10,35.5,38.7,25.8,A,0,0,D,15,19,2,6,14,13,6,4,3,0,0,0,2.37,3.2,2.87,2.35,3.5,2.87,2.35,3.4,2.8,2.47,3.65,2.81,2.3,3.5,2.88,2.4,3.4,2.8,2.47,3.74,2.9,2.39,3.51,2.79
B1,23/07/2022,17:15,Waregem,Seraing,2,0,1,17,18,83.9,16.1,0,H,0,0,D,18,2,8,0,14,17,7,0,1,1,0,0,2.15,3.5,2.9,2.2,3.5,3.1,2.2,3.5,2.9,2.2,3.83,3.14,2.25,3.4,3,2.15,3.5,3.1,2.35,3.83,3.15,2.2,3.58,3.03
B1,23/07/2022,19:45,St Truiden,St. Gilloise,1,1,1,12,2,16.1,19.4,64.5,D,1,0,H,11,14,3,3,9,11,0,5,1,4,0,0,4.33,3.2,1.85,4.1,3.5,1.9,3.9,3.35,1.9,4.13,3.62,1.93,4,3.4,1.91,4,3.4,1.9,4.45,3.65,1.97,3.98,3.48,1.91
B1,24/07/2022,12:30,Club Brugge,Genk,3,2,1,4,1,80.6,9.7,9.7,H,1,1,D,15,16,5,10,7,17,4,3,1,2,0,0,1.72,3.75,4.2,1.77,4.1,4,1.73,4,3.9,1.76,4.33,4.2,1.78,3.9,4,1.73,4,4.1,1.79,4.33,4.65,1.74,4.1,4.08
B1,24/07/2022,15:00,Mechelen,Antwerp,0,2,1,13,3,22.6,22.6,54.8,A,0,2,A,13,9,2,3,10,9,6,2,1,1,0,0,2.55,3.25,2.5,2.6,3.6,2.55,2.6,3.45,2.55,2.63,3.77,2.51,2.55,3.2,2.75,2.6,3.5,2.5,2.85,3.82,2.65,2.61,3.56,2.5
B1,24/07/2022,17:30,Anderlecht,Oostende,2,0,1,11,16,96.8,3.2,0,H,1,0,H,13,8,3,1,9,8,7,5,0,4,0,1,1.25,5.5,9,1.3,5.5,9.75,1.27,6,9.5,1.3,5.79,8.87,1.3,5.25,9,1.25,5.75,10.5,1.32,6,11,1.27,5.73,9.61
B1,24/07/2022,20:00,Westerlo,Cercle Brugge,2,0,1,7,8,16.1,48.4,35.5,H,1,0,H,18,4,8,0,12,20,3,4,1,5,0,1,2.5,3.2,2.7,2.6,3.4,2.6,2.5,3.25,2.65,2.61,3.39,2.74,2.7,3.3,2.5,2.55,3.25,2.7,2.8,3.57,2.79,2.56,3.32,2.68
B1,29/07/2022,19:45,St. Gilloise,Charleroi,1,0,2,8,3,51.7,24.1,24.1,H,0,0,D,16,5,6,4,11,5,8,4,2,1,0,0,1.65,4,5,1.7,3.9,5,1.75,3.65,4.6,1.68,3.96,5.24,,,,1.65,3.9,4.8,1.83,4.02,5.24,1.68,3.87,4.88
B1,30/07/2022,15:00,Cercle Brugge,Anderlecht,1,0,2,14,2,0,3.2,96.8,H,0,0,D,13,5,5,0,11,15,8,1,0,5,0,1,3.6,3.4,1.9,3.5,3.5,2.05,3.45,3.45,2,3.81,3.68,2,,,,3.7,3.5,1.95,3.92,3.68,2.05,3.62,3.53,1.99
B1,30/07/2022,17:15,Oostende,Mechelen,2,1,2,15,13,43.8,31.3,25,H,2,0,H,9,19,7,7,5,14,6,9,0,2,1,0,2.62,3.4,2.4,2.75,3.5,2.45,2.65,3.4,2.45,2.79,3.72,2.46,,,,2.7,3.4,2.45,2.85,3.72,2.53,2.71,3.5,2.44
B1,30/07/2022,17:15,Oud-Heverlee Leuven,Westerlo,2,0,2,4,6,59.4,25,15.6,H,1,0,H,11,14,5,0,11,15,5,6,2,3,0,1,2.5,3.4,2.62,2.5,3.4,2.75,2.45,3.35,2.75,2.56,3.63,2.73,,,,2.55,3.4,2.63,2.56,3.65,3.03,2.48,3.44,2.72
B1,30/07/2022,19:45,Gent,St Truiden,1,1,2,9,10,87.5,12.5,0,D,1,0,H,13,11,4,7,14,12,3,6,2,2,0,0,1.5,4.2,5.5,1.57,4,5.25,1.53,4.1,6,1.53,4.31,6.61,,,,1.5,4,6.5,1.57,4.33,6.61,1.54,4.08,6.04
B1,31/07/2022,12:30,Genk,Standard,3,1,2,12,11,48.5,45.5,6.1,H,3,1,H,16,10,5,2,15,11,7,4,3,4,0,0,1.5,4.2,5.25,1.53,4.33,5.25,1.53,4.3,5.75,1.52,4.35,6.15,,,,1.5,4.2,6,1.55,4.5,6.3,1.51,4.31,5.82
B1,31/07/2022,15:00,Eupen,Club Brugge,2,1,2,17,7,0,3,97,H,2,1,H,13,13,6,5,18,13,5,7,4,2,1,0,5.25,4.75,1.5,5.75,4.6,1.49,6,4.7,1.45,6.13,4.92,1.46,,,,6,4.6,1.44,7,5.2,1.5,6,4.75,1.46
B1,31/07/2022,17:30,Seraing,Kortrijk,0,1,2,18,16,29.4,29.4,41.2,A,0,0,D,18,7,4,3,17,9,3,4,2,2,1,1,2.87,3.4,2.25,2.65,3.3,2.45,2.8,3.3,2.35,2.92,3.45,2.43,,,,2.9,3.3,2.38,3,3.47,2.48,2.86,3.34,2.4
B1,31/07/2022,20:00,Antwerp,Waregem,1,0,2,1,5,85.3,8.8,5.9,H,0,0,D,17,12,7,4,6,14,3,6,2,3,0,1,1.36,4.5,7,1.4,4.8,7.5,1.37,4.9,7.25,1.4,5.15,7.14,,,,1.36,4.8,8,1.44,5.3,8,1.38,4.91,7.28
B1,05/08/2022,19:45,Club Brugge,Waregem,1,1,3,8,7,100,0,0,D,0,0,D,23,7,7,4,7,17,7,4,2,3,0,0,1.22,6,9,1.29,6.25,9.25,1.27,6,10,1.27,6.84,9.3,,,,1.25,6,10.5,1.29,6.9,10.5,1.26,6.39,9.28
B1,06/08/2022,15:00,Genk,Eupen,4,2,3,5,13,97.1,2.9,0,H,3,1,H,24,9,14,5,9,15,8,2,0,3,0,1,1.36,5,6.5,1.37,5.25,7.25,1.35,5.25,7,1.35,5.76,8.06,,,,1.33,5.25,7.5,1.38,5.8,8.25,1.35,5.3,7.43
B1,06/08/2022,17:15,Charleroi,Oostende,1,3,3,6,11,80,17.1,2.9,A,0,1,A,15,9,3,6,11,7,9,5,2,1,0,0,1.6,3.8,5,1.63,4,5,1.6,4,5,1.62,4.38,5.23,,,,1.6,4,5.25,1.7,4.38,5.25,1.61,4.1,5.04
B1,06/08/2022,17:15,Kortrijk,St Truiden,0,0,3,12,15,34.3,34.3,31.4,D,0,0,D,10,18,4,2,12,16,4,6,0,1,0,0,3,3.2,2.3,3,3.3,2.35,2.95,3.2,2.35,3.27,3.32,2.34,,,,3.1,3.25,2.3,3.3,3.45,2.4,3.07,3.26,2.33
B1,06/08/2022,19:45,Mechelen,St. Gilloise,3,0,3,17,3,17.1,8.6,74.3,H,1,0,H,6,6,4,2,14,12,3,5,2,5,0,0,3,3.5,2.1,3.2,3.4,2.15,3,3.55,2.2,3.29,3.68,2.18,,,,3.13,3.6,2.1,3.31,3.77,2.2,3.14,3.58,2.14
B1,07/08/2022,12:30,Standard,Cercle Brugge,2,0,3,16,10,71.4,17.1,11.4,H,2,0,H,10,6,7,3,15,17,6,6,1,2,0,0,2.55,3.2,2.55,2.7,3.5,2.45,2.6,3.3,2.5,2.78,3.54,2.56,,,,2.7,3.3,2.5,2.9,3.56,2.6,2.7,3.38,2.51
B1,07/08/2022,15:00,Gent,Westerlo,2,1,3,14,9,74.3,17.1,8.6,H,2,1,H,15,9,5,3,11,10,10,7,2,0,0,0,1.61,4,4.75,1.65,4,5,1.65,3.9,4.8,1.68,3.82,5.2,,,,1.65,3.9,4.8,1.7,4.1,5.3,1.66,3.9,4.9
B1,07/08/2022,17:30,Anderlecht,Seraing,3,1,3,4,8,100,0,0,H,3,0,H,12,5,6,2,14,8,2,1,1,1,0,0,1.25,5.5,11,1.27,6,10.5,1.25,6,10,1.27,5.82,9.95,,,,1.22,5.75,11.5,1.3,6.04,11.5,1.26,5.84,10.28
B1,07/08/2022,20:00,Antwerp,Oud-Heverlee Leuven,4,2,3,2,1,74.3,17.1,8.6,H,2,1,H,17,8,4,4,7,11,8,7,2,1,0,0,1.61,4,4.75,1.65,4,5,1.6,4,4.9,1.59,4.35,5.25,,,,1.57,4.1,5.25,1.65,4.4,5.4,1.6,4.17,5.05
B1,12/08/2022,19:45,Oostende,Gent,1,3,4,5,6,20,42.9,37.1,A,1,2,A,8,13,2,7,9,7,2,6,3,1,0,0,4.75,3.75,1.7,4.8,3.9,1.71,4.7,3.9,1.65,4.87,4.21,1.68,,,,4.8,3.9,1.65,4.9,4.21,1.71,4.74,4,1.66
B1,13/08/2022,15:00,Westerlo,Standard,4,2,4,14,9,17.1,2.9,79.4,H,1,0,H,14,12,5,6,3,11,4,6,2,6,0,1,2.05,3.4,3.5,2.1,3.3,3.6,2.05,3.3,3.35,2.1,3.42,3.75,,,,2.05,3.3,3.6,2.15,3.61,3.75,2.07,3.37,3.53
B1,13/08/2022,17:15,Cercle Brugge,Mechelen,0,0,4,15,12,50,25,25,D,0,0,D,12,10,2,4,9,13,8,8,1,3,0,0,2.1,3.6,3.3,2.1,3.5,3.3,2.1,3.5,3.2,2.15,3.7,3.36,,,,2.1,3.4,3.3,2.15,3.76,3.4,2.1,3.55,3.29
B1,13/08/2022,17:15,Seraing,Charleroi,0,1,4,18,13,8.3,25,66.7,A,0,0,D,11,13,3,5,8,13,4,6,2,2,0,0,4.33,3.5,1.8,4.2,3.7,1.82,3.8,3.65,1.85,4.22,3.83,1.82,,,,4.2,3.6,1.8,4.33,4,1.87,4.07,3.72,1.83
B1,13/08/2022,19:45,St. Gilloise,Kortrijk,2,1,4,11,10,91.7,8.3,0,H,1,0,H,17,6,9,2,22,11,5,1,0,3,0,0,1.4,4.75,7,1.46,4.5,6.75,1.43,4.5,6.75,1.46,4.65,6.61,,,,1.4,4.33,7.5,1.47,4.75,7.5,1.44,4.53,6.84
B1,14/08/2022,12:30,St Truiden,Anderlecht,0,3,4,17,2,8.3,8.3,83.3,A,0,2,A,12,10,6,7,13,11,6,5,4,3,0,0,3.6,3.5,2,3.7,3.5,2,3.45,3.45,2.05,3.59,3.5,2.08,,,,3.6,3.4,2,3.7,3.59,2.11,3.53,3.46,2.04
B1,14/08/2022,15:00,Eupen,Antwerp,0,1,4,16,1,2.8,5.6,91.7,A,0,0,D,16,9,5,3,12,9,6,3,4,0,0,0,4,3.6,1.85,3.8,3.75,1.88,3.55,3.65,1.95,3.65,3.85,1.95,,,,3.75,3.6,1.9,4,4,1.98,3.65,3.75,1.91
B1,14/08/2022,17:30,Oud-Heverlee Leuven,Club Brugge,0,3,4,4,8,5.6,22.2,72.2,A,0,2,A,13,12,2,6,6,12,7,5,3,2,0,0,5.25,3.75,1.65,4.5,4.2,1.68,4.6,4,1.65,4.62,4.19,1.68,,,,4.75,4,1.65,5.25,4.31,1.69,4.55,4.12,1.67
B1,14/08/2022,20:00,Waregem,Genk,1,4,4,7,3,2.8,16.7,80.6,A,1,3,A,15,15,6,6,14,16,4,8,4,2,0,0,4.33,3.8,1.72,4.2,4,1.75,3.85,3.9,1.75,4.19,4.41,1.71,,,,4.2,3.9,1.73,4.33,4.5,1.79,4.11,4.09,1.74
B1,19/08/2022,19:45,Eupen,Seraing,1,3,5,16,18,75,21.9,3.1,A,0,3,A,12,16,5,7,17,10,7,6,5,3,0,0,1.7,3.8,4.75,1.75,3.8,4.6,1.73,3.8,4.3,1.73,4.03,4.74,,,,1.7,3.8,4.6,1.75,4.03,5,1.71,3.84,4.58
B1,20/08/2022,15:00,Oostende,St Truiden,0,1,5,10,17,64.1,14.7,20.6,A,0,1,A,12,9,6,3,12,16,5,5,2,4,0,0,3.2,3.25,2.25,3.1,3.3,2.3,3.05,3.25,2.25,3.22,3.5,2.29,,,,3.13,3.2,2.3,3.38,3.5,2.31,3.12,3.33,2.27
B1,20/08/2022,17:15,Genk,Cercle Brugge,2,1,5,3,15,94.3,5.7,0,H,1,0,H,15,9,5,2,7,19,7,5,1,1,0,0,1.61,4.33,4.5,1.61,4.2,5,1.57,4.2,5,1.62,4.17,5.53,,,,1.6,4,5.25,1.64,4.4,5.8,1.59,4.17,5.14
B1,21/08/2022,12:30,Club Brugge,Kortrijk,2,1,5,5,12,100,0,0,H,2,1,H,29,9,12,2,16,12,15,2,3,3,0,1,1.33,5,9.5,1.33,5.5,8.5,1.33,5.5,8.25,1.29,6.02,10.23,,,,1.3,5.25,9,1.33,6.02,10.5,1.31,5.5,9
B1,21/08/2022,15:00,Waregem,Charleroi,1,3,5,14,8,13.9,38.9,47.2,A,1,1,D,9,15,4,6,5,7,2,5,2,0,0,0,3.1,3.75,2.15,3.1,3.6,2.05,3,3.6,2.1,3.11,3.85,2.16,,,,3.2,3.6,2.1,3.3,3.9,2.17,3.12,3.7,2.13
B1,21/08/2022,17:30,Standard,Oud-Heverlee Leuven,1,3,5,13,9,69.4,25,5.6,A,0,2,A,25,7,8,5,11,15,10,3,3,4,0,1,1.95,3.75,3.4,2,3.7,3.4,2.05,3.65,3.2,2.01,3.78,3.51,,,,2,3.6,3.4,2.1,3.83,3.55,2.02,3.68,3.39
B1,21/08/2022,20:00,Mechelen,Westerlo,5,4,5,11,7,61.1,25,13.9,H,1,1,D,14,14,7,8,11,7,4,5,1,2,0,0,2.62,3.25,2.7,2.55,3.4,2.65,2.5,3.35,2.55,2.49,3.65,2.71,,,,2.55,3.3,2.7,2.62,3.69,2.8,2.51,3.46,2.66
B1,26/08/2022,19:45,Charleroi,Club Brugge,1,3,6,6,4,0,17.2,82.8,A,1,2,A,21,16,6,6,9,6,2,5,1,0,0,0,3.6,3.8,1.95,3.7,3.75,1.93,3.4,3.65,1.97,3.7,3.79,2,,,,3.5,3.7,1.95,4.05,3.97,2.01,3.59,3.74,1.95
B1,27/08/2022,15:00,Seraing,Genk,0,4,6,17,2,3.3,0,96.7,A,0,1,A,10,11,3,4,10,13,5,2,2,3,0,0,5.75,4.5,1.5,5.25,4.33,1.44,5.75,4.5,1.5,6.01,4.54,1.54,,,,6,4.2,1.5,6.01,4.75,1.55,5.73,4.5,1.5
B1,27/08/2022,17:15,Cercle Brugge,Waregem,1,1,6,14,16,53.3,43.3,3.3,D,1,1,D,23,8,6,4,10,16,6,4,1,2,0,0,1.75,3.75,4.5,1.82,3.8,4.1,1.75,3.85,3.95,1.81,4,4.28,,,,1.8,3.6,4.2,1.82,4.1,4.55,1.78,3.87,4.16
B1,27/08/2022,17:15,Oud-Heverlee Leuven,Oostende,2,1,6,7,11,83.3,10,6.7,H,0,1,A,11,15,6,5,9,15,2,7,1,3,0,0,1.95,3.5,3.6,2,3.7,3.4,2,3.65,3.25,2.04,3.82,3.56,,,,2,3.4,3.5,2.15,3.85,3.6,2.01,3.68,3.4
B1,27/08/2022,19:45,St Truiden,Mechelen,3,1,6,12,8,26.7,40,33.3,H,0,0,D,10,2,4,2,10,15,4,3,1,3,0,0,2.1,3.3,3.4,2.1,3.5,3.3,2.1,3.4,3.2,2.24,3.46,3.35,,,,2.2,3.2,3.2,2.24,3.63,3.5,2.15,3.44,3.27
B1,28/08/2022,12:30,Gent,Antwerp,1,2,6,3,1,20,40,40,A,1,2,A,15,6,4,4,12,11,6,2,2,3,0,0,1.9,3.6,3.75,1.95,3.7,3.6,1.95,3.65,3.45,1.99,3.43,4.15,,,,1.95,3.4,3.7,2.09,3.85,4.15,1.95,3.59,3.7
B1,28/08/2022,15:00,Kortrijk,Standard,0,1,6,13,15,19.4,35.5,45.2,A,0,0,D,6,16,2,5,10,19,4,9,4,3,1,0,2.7,3.25,2.62,2.5,3.5,2.65,2.55,3.4,2.5,2.71,3.59,2.53,,,,2.7,3.25,2.55,2.71,3.63,2.75,2.62,3.45,2.55
