Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,matchday,Home_pre_po,Away_pre_po,home_Public_per,draw_public_per,away_public_per,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
B1,16/01/2022,17:30,Anderlecht,Standard,1,1,22,4,10,96.8,0,3.2,D,1,0,H,15,6,3,1,10,14,3,1,1,3,0,0,1.4,4.5,7,1.46,4.5,6.75,1.45,4.6,6,1.45,4.65,6.77,1.44,4.4,6.5,1.44,4.5,6.5,1.48,4.81,7,1.45,4.6,6.43
B1,16/01/2022,20:00,Genk,Beerschot VA,4,1,22,9,18,90.3,3.2,6.5,H,2,0,H,19,8,10,4,10,8,8,4,1,2,0,0,1.33,5.5,7,1.33,5.75,8,1.33,5.5,8,1.31,5.72,9.07,1.3,5,9.5,1.3,5,9.5,1.35,5.9,9.5,1.32,5.43,8.34
B1,18/01/2022,19:00,Seraing,St. Gilloise,0,4,22,17,1,3,9.1,87.9,A,0,2,A,14,9,3,6,10,15,7,0,2,1,0,1,8,4.5,1.4,8,4.6,1.41,7.25,4.9,1.37,7.79,4.75,1.4,8,4.5,1.38,8,4.8,1.36,8.1,5.09,1.42,7.56,4.81,1.38
B1,21/01/2022,19:45,Oostende,Antwerp,1,2,23,15,2,11.1,11.1,77.8,A,0,0,D,12,14,6,5,8,7,5,8,1,2,0,0,3.75,3.75,1.9,3.75,3.75,1.9,3.4,3.65,1.97,3.76,3.99,1.93,3.7,3.6,1.91,3.4,3.7,2,3.77,4,2.07,3.58,3.76,1.94
B1,22/01/2022,15:15,Kortrijk,Eupen,1,1,23,9,13,73.3,16.7,10,D,0,1,A,18,11,5,3,15,15,5,1,0,1,0,0,1.83,3.6,4,1.88,3.6,4,1.9,3.55,3.75,1.93,3.49,4.1,1.88,3.4,4.2,1.87,3.4,4.1,1.94,3.71,4.2,1.89,3.53,3.96
B1,22/01/2022,17:30,Beerschot VA,Oud-Heverlee Leuven,3,1,23,18,10,10,13.3,76.7,H,2,1,H,15,17,12,5,14,13,8,5,1,3,0,0,3.1,3.6,2.15,3.1,3.5,2.2,2.95,3.45,2.2,3.12,3.74,2.19,3,3.4,2.25,3.2,3.4,2.15,3.2,3.78,2.34,3.05,3.56,2.19
B1,22/01/2022,17:30,St Truiden,Seraing,3,1,23,14,17,83.3,16.7,0,H,1,1,D,13,9,6,1,14,6,6,1,2,2,0,0,1.83,3.5,4.5,1.83,3.8,4,1.85,3.6,3.85,1.83,3.86,4.16,1.83,3.6,4,1.83,3.5,4.2,1.87,3.96,4.5,1.83,3.69,4.07
B1,22/01/2022,19:45,Charleroi,Gent,0,0,23,6,5,23.3,43.3,33.3,D,0,0,D,12,8,4,4,13,12,4,4,1,1,0,0,3.2,3.5,2.15,3.1,3.5,2.2,3,3.45,2.15,3.4,3.5,2.15,3.25,3.6,2.05,3.2,3.4,2.15,3.4,3.8,2.23,3.18,3.48,2.16
B1,23/01/2022,12:30,Standard,Club Brugge,2,2,23,12,3,3.3,20,76.7,D,1,1,D,12,19,6,6,13,9,5,7,2,1,0,1,4.75,3.75,1.7,4.2,3.9,1.78,3.9,3.8,1.77,4.17,4.03,1.79,4.2,3.8,1.75,4.33,3.75,1.75,4.75,4.1,1.81,4.16,3.87,1.77
B1,23/01/2022,15:00,St. Gilloise,Genk,2,1,23,1,8,67.7,19.4,12.9,H,1,0,H,8,8,5,2,15,11,5,6,3,0,0,0,1.9,3.75,3.6,1.9,3.8,3.7,1.95,3.7,3.4,1.94,3.99,3.55,1.91,3.7,3.6,1.91,3.6,3.7,1.97,4.02,3.75,1.92,3.8,3.55
B1,23/01/2022,17:30,Mechelen,Anderlecht,0,1,23,7,4,10,13.3,76.7,A,0,1,A,3,8,0,5,12,6,4,4,3,2,0,0,4.5,3.8,1.72,4.2,4,1.75,3.9,3.85,1.75,4.33,4.06,1.75,4.2,3.8,1.75,4.33,3.8,1.73,4.5,4.2,1.79,4.18,3.94,1.74
B1,23/01/2022,20:00,Cercle Brugge,Waregem,3,1,23,11,16,71,16.1,12.9,H,2,0,H,12,10,5,4,15,10,3,5,3,4,0,0,1.53,4.2,6,1.55,4.2,5.75,1.55,4.3,5.25,1.56,4.33,5.69,1.55,4.2,5.5,1.53,4.2,5.5,1.59,4.5,6,1.54,4.25,5.51
B1,25/01/2022,17:45,Antwerp,St Truiden,1,1,24,2,13,89.7,6.9,3.4,D,1,0,H,13,7,3,2,7,16,8,5,0,2,0,0,1.85,3.6,4,1.85,3.6,4.2,1.9,3.4,4,1.88,3.62,4.41,1.8,3.6,4.2,1.83,3.5,4.2,1.91,3.79,4.5,1.85,3.55,4.16
B1,25/01/2022,20:00,Charleroi,Kortrijk,1,1,24,6,8,76.7,20,3.3,D,1,1,D,19,7,10,2,14,11,6,2,2,3,0,0,1.95,3.5,3.75,1.87,3.5,4.2,1.95,3.45,3.6,1.98,3.56,4.01,1.95,3.5,3.75,1.93,3.6,3.7,1.99,3.72,4.2,1.94,3.54,3.79
B1,25/01/2022,20:00,Gent,Oostende,1,1,24,5,15,83.3,13.3,3.3,D,0,1,A,17,4,6,2,9,15,5,3,1,3,0,0,1.44,4.5,7,1.41,4.6,7.5,1.4,4.8,7,1.42,4.59,8.54,1.35,5,7.5,1.4,4.75,7,1.44,5.1,9.5,1.4,4.75,7.32
B1,26/01/2022,17:45,Eupen,Standard,0,2,24,14,12,3.3,26.7,70,A,0,1,A,16,14,3,4,7,9,11,2,1,2,0,0,3,3.4,2.3,3.1,3.3,2.25,2.9,3.4,2.25,3.15,3.37,2.32,3,3.4,2.25,3,3.4,2.25,3.15,3.69,2.32,3.01,3.41,2.27
B1,26/01/2022,17:45,Waregem,Oud-Heverlee Leuven,1,1,24,16,11,43.3,40,16.7,D,1,1,D,10,10,4,3,6,10,6,2,2,2,0,0,2.7,3.5,2.45,2.7,3.5,2.5,2.6,3.55,2.4,2.74,3.69,2.45,2.75,3.5,2.35,2.7,3.6,2.4,2.76,3.79,2.5,2.68,3.58,2.42
B1,26/01/2022,20:00,Anderlecht,Cercle Brugge,0,2,24,4,10,93.3,6.7,0,A,0,0,D,3,17,0,9,10,17,4,1,1,2,1,0,1.65,3.8,5,1.65,4,5,1.65,4,4.8,1.67,4.11,4.85,1.63,3.9,5,1.62,3.9,5,1.7,4.25,5,1.65,4,4.83
B1,26/01/2022,20:00,Seraing,Beerschot VA,2,1,24,17,18,66.7,30,3.3,H,1,0,H,14,14,4,4,10,8,5,9,2,1,0,0,1.95,3.6,3.6,1.93,3.9,3.5,2,3.6,3.35,2.06,3.69,3.46,2.05,3.4,3.5,2,3.5,3.5,2.06,3.9,3.6,2.01,3.63,3.42
B1,27/01/2022,19:45,Club Brugge,St. Gilloise,0,0,24,3,1,73.3,16.7,10,D,0,0,D,10,17,1,6,14,14,4,9,1,4,0,0,2.05,3.6,3.4,2,3.7,3.5,2.05,3.55,3.25,2.02,3.92,3.37,2.05,3.6,3.3,2,3.6,3.4,2.08,3.92,3.5,2.03,3.65,3.34
B1,28/01/2022,19:45,St Truiden,Charleroi,0,1,25,13,6,13.8,31,55.2,A,0,1,A,18,13,3,2,12,9,10,4,1,1,0,0,2.6,3.4,2.7,2.6,3.25,2.7,2.6,3.1,2.75,2.67,3.24,2.86,2.7,3.1,2.62,2.55,3.25,2.7,2.71,3.4,2.86,2.61,3.22,2.74
B1,29/01/2022,15:15,Beerschot VA,Waregem,3,3,25,18,16,19.4,3.4,77.4,D,1,3,A,18,8,7,3,12,16,13,1,1,3,0,0,2.3,3.4,3,2.25,3.5,3,2.3,3.5,2.75,2.27,3.82,2.92,2.35,3.5,2.8,2.3,3.5,2.88,2.35,3.83,3,2.28,3.57,2.89
B1,29/01/2022,17:30,Seraing,Eupen,0,0,25,17,14,9.7,38.7,51.6,D,0,0,D,14,10,5,2,8,16,6,1,2,3,0,0,2.4,3.4,2.8,2.4,3.4,2.8,2.4,3.35,2.7,2.49,3.47,2.82,2.45,3.3,2.8,2.45,3.3,2.8,2.51,3.5,2.88,2.43,3.38,2.79
B1,29/01/2022,19:45,Cercle Brugge,Oostende,0,1,25,8,15,74.2,16.1,9.7,A,0,0,D,10,11,2,3,14,14,5,4,1,2,0,0,1.5,4,6.5,1.57,4.2,5.5,1.53,4.3,5.5,1.56,4.19,5.85,1.52,4,6,1.5,4.2,6,1.58,4.4,6.5,1.54,4.21,5.68
B1,30/01/2022,12:30,St. Gilloise,Anderlecht,1,0,25,1,4,48.4,29,22.6,H,1,0,H,6,9,5,3,15,14,5,2,3,1,0,0,2.3,3.5,2.9,2.25,3.6,2.95,2.3,3.45,2.85,2.31,3.72,2.92,2.25,3.4,3,2.25,3.4,3,2.35,3.8,3.01,2.29,3.56,2.89
B1,30/01/2022,15:00,Gent,Antwerp,0,1,25,5,2,22.6,41.9,35.5,A,0,1,A,16,3,4,2,11,14,8,7,3,3,0,0,1.8,3.5,4.33,1.82,3.75,4.2,1.9,3.6,3.8,1.85,3.86,4.02,1.83,3.6,4,1.83,3.6,4.1,1.9,3.89,4.33,1.85,3.69,3.99
B1,30/01/2022,17:30,Standard,Mechelen,1,2,25,11,10,71,16.1,12.9,A,1,0,H,17,8,8,4,11,16,6,5,1,4,0,0,2.1,3.5,3.25,2,3.6,3.5,2.1,3.5,3.2,2.05,3.66,3.51,2.05,3.5,3.4,2.05,3.5,3.4,2.12,3.76,3.59,2.05,3.58,3.37
B1,30/01/2022,20:00,Kortrijk,Club Brugge,0,1,25,9,3,3.2,6.5,90.3,A,0,0,D,8,17,1,6,10,13,3,4,2,1,0,0,5.25,3.75,1.65,4.75,4,1.68,4.3,3.95,1.67,5.15,3.85,1.68,4.75,3.8,1.67,4.8,3.9,1.65,5.3,4.2,1.7,4.78,3.94,1.66
B1,02/02/2022,17:45,Kortrijk,Antwerp,0,2,21,7,3,0,20.7,79.3,A,0,1,A,28,5,5,2,9,3,8,1,2,1,1,1,2.75,4,2.2,2.8,3.7,2.3,2.8,3.4,2.3,3.09,3.79,2.19,3,3.6,2.2,3,3.5,2.2,3.16,4,2.38,2.96,3.6,2.23
B1,04/02/2022,19:45,Charleroi,Seraing,2,0,26,5,17,93.1,3.4,3.4,H,1,0,H,10,7,3,1,11,6,6,8,1,3,0,1,1.6,4.2,5.25,1.66,4.1,4.75,1.6,4,5,1.63,4.18,5.4,1.67,3.9,4.6,1.6,4.1,5,1.66,4.31,5.4,1.62,4.09,5.04
B1,05/02/2022,15:15,Kortrijk,St Truiden,1,3,26,10,13,79.3,20.7,0,A,0,2,A,12,11,3,4,18,18,6,2,3,4,0,0,2.25,3.5,3,2.3,3.4,3,2.3,3.4,2.85,2.3,3.54,3.05,2.3,3.3,3,2.3,3.3,3,2.38,3.55,3.08,2.31,3.41,2.97
B1,05/02/2022,17:30,Oostende,Oud-Heverlee Leuven,1,3,26,12,9,48.3,27.6,24.1,A,0,1,A,12,8,3,4,11,13,6,2,2,1,0,0,2.45,3.4,2.75,2.37,3.7,2.7,2.45,3.45,2.6,2.59,3.54,2.66,2.45,3.4,2.7,2.55,3.4,2.63,2.63,3.7,2.75,2.51,3.5,2.64
B1,05/02/2022,17:30,Standard,Cercle Brugge,1,1,26,14,11,31,51.7,17.2,D,0,1,A,9,17,5,6,18,19,4,8,6,3,0,1,2.7,3.4,2.5,2.75,3.25,2.55,2.65,3.3,2.5,2.81,3.22,2.65,2.7,3.3,2.5,2.7,3.3,2.55,2.82,3.48,2.7,2.71,3.31,2.55
B1,05/02/2022,19:45,Antwerp,St. Gilloise,0,2,26,2,1,20.7,24.1,55.2,A,0,0,D,14,16,2,6,8,13,6,4,3,3,0,0,3.1,3.6,2.1,3.2,3.6,2.15,3,3.45,2.2,3.19,3.54,2.23,3,3.4,2.25,3.2,3.4,2.15,3.21,3.75,2.31,3.09,3.53,2.19
B1,06/02/2022,12:30,Club Brugge,Gent,1,2,26,3,6,86.2,6.9,6.9,A,0,1,A,13,10,3,3,9,15,9,5,4,5,2,0,2.25,3.5,3,2.2,3.7,3.1,2.25,3.5,2.8,2.26,3.57,3.1,2.25,3.4,3,2.25,3.4,3,2.33,3.73,3.15,2.24,3.55,2.98
B1,06/02/2022,15:00,Mechelen,Beerschot VA,3,2,26,7,18,86.2,10.3,3.4,H,3,0,H,11,11,4,2,12,15,6,8,0,3,1,0,1.85,3.75,3.8,1.82,3.8,4,1.85,3.8,3.55,1.83,4,3.96,1.88,3.7,3.7,1.83,3.75,4,1.91,4.1,4,1.84,3.87,3.79
B1,06/02/2022,17:30,Anderlecht,Eupen,4,1,26,4,15,100,0,0,H,3,1,H,19,8,5,5,12,8,9,3,0,1,0,0,1.36,5,7.5,1.36,5,8.25,1.33,5.25,8,1.38,4.92,8.18,1.33,4.8,9,1.33,4.8,9,1.39,5.37,10,1.35,4.96,8.25
B1,06/02/2022,20:00,Genk,Waregem,2,0,26,8,16,79.3,20.7,0,H,1,0,H,13,10,5,1,12,7,5,4,2,2,0,0,1.33,5,9,1.36,5.25,8,1.33,5.5,7.75,1.38,5.14,7.46,1.33,5,8.5,1.33,5,9,1.4,5.7,9,1.35,5.24,7.83
B1,09/02/2022,17:45,Waregem,Oostende,0,0,22,16,15,54.8,35.5,9.7,D,0,0,D,12,18,6,3,10,14,6,8,0,1,0,0,2.15,3.5,3.2,2.15,3.8,3,2.2,3.55,2.9,2.2,3.84,3.04,2.15,3.5,3.1,2.15,3.6,3.1,2.23,3.9,3.2,2.17,3.67,3.01
B1,09/02/2022,20:00,Oud-Heverlee Leuven,Genk,2,1,12,7,10,29,61.3,,H,1,1,D,22,12,6,7,18,8,4,3,2,3,0,1,4,3.75,1.83,3.7,3.9,1.87,3.5,3.75,1.9,3.63,4.21,1.88,3.5,3.6,2,3.8,3.8,1.83,4,4.21,1.98,3.65,3.84,1.88
B1,11/02/2022,19:45,Seraing,Antwerp,0,1,27,17,2,0,0,100,A,0,0,D,8,19,3,5,14,11,1,9,1,2,0,1,3.6,3.5,2,3.8,3.7,1.87,3.4,3.5,1.97,3.71,3.61,2.05,3.9,3.5,1.88,3.5,3.5,2,3.8,3.75,2.05,3.57,3.55,1.99
B1,12/02/2022,15:15,Eupen,Gent,0,1,27,15,6,8.3,8.3,83.3,A,0,1,A,9,11,3,7,10,8,8,3,2,2,0,1,4.75,3.6,1.66,4.6,3.9,1.73,4.3,3.8,1.73,4.62,3.84,1.75,3.1,3.4,2,4.75,3.8,1.67,4.8,4,1.76,4.58,3.86,1.71
B1,12/02/2022,17:30,Mechelen,Oostende,3,0,27,7,14,78.3,17.4,4.3,H,1,0,H,11,4,4,1,1,13,7,3,0,1,0,0,1.8,4,4,1.83,3.9,3.9,1.83,3.8,3.7,1.78,3.99,4.26,1.95,3.5,3.75,1.75,3.8,4.2,1.85,4,4.3,1.81,3.86,3.99
B1,12/02/2022,17:30,Oud-Heverlee Leuven,Cercle Brugge,3,2,27,9,10,17.4,52.2,30.4,H,1,2,A,11,16,5,5,13,13,5,5,2,4,0,0,3,3.4,2.25,2.9,3.5,2.35,2.8,3.35,2.35,2.96,3.52,2.37,2.7,3.4,2.45,2.9,3.4,2.3,3,3.58,2.43,2.9,3.43,2.34
B1,12/02/2022,19:45,Waregem,Anderlecht,1,2,27,16,4,4.2,0,95.8,A,0,2,A,13,11,4,5,8,6,6,5,2,1,0,0,6.5,4.5,1.45,6.25,4.6,1.49,6,4.5,1.47,5.84,4.58,1.51,6,4.2,1.5,6.5,4.5,1.44,6.5,4.75,1.53,6.06,4.55,1.48
B1,13/02/2022,12:30,Genk,Standard,2,0,27,8,12,68,24,8,H,1,0,H,15,11,6,4,14,24,4,0,4,3,0,0,1.61,3.8,4.5,1.7,4.2,4.33,1.65,4,4.6,1.72,4.13,4.42,1.88,3.8,3.6,1.62,4,5,1.74,4.3,5,1.68,4.03,4.52
B1,13/02/2022,15:00,St. Gilloise,St Truiden,0,1,27,1,13,96.2,3.8,0,A,0,0,D,11,13,1,5,17,13,5,4,5,2,0,0,1.33,5,8,1.46,4.5,6.75,1.37,4.8,8,1.42,4.6,7.83,1.62,3.8,5.25,1.36,4.6,8,1.47,5,10,1.39,4.66,7.94
B1,13/02/2022,17:30,Club Brugge,Charleroi,2,0,27,3,5,96.2,3.8,0,H,1,0,H,10,15,5,3,7,9,5,5,1,1,0,0,1.66,4,4.75,1.71,4.2,4.2,1.67,4.1,4.5,1.66,4.68,4.28,1.88,3.8,3.6,1.65,4,4.75,1.71,4.7,4.75,1.67,4.2,4.48
B1,13/02/2022,20:00,Beerschot VA,Kortrijk,2,1,27,18,11,0,11.5,88.5,H,2,1,H,10,14,3,4,15,10,3,7,2,3,0,0,3.1,3.5,2.15,2.85,3.5,2.37,2.9,3.4,2.25,3.22,3.49,2.23,2.75,3.4,2.4,3.1,3.3,2.25,3.27,3.62,2.37,3.08,3.45,2.23
B1,16/02/2022,17:45,Genk,Mechelen,4,1,24,9,7,68.8,12.5,18.8,H,1,0,H,25,6,9,2,5,6,12,5,0,0,0,1,1.57,3.8,5,1.61,4.2,5,1.63,4.1,4.9,1.61,4.23,5.21,1.6,4,5.25,1.6,4,5.25,1.65,4.46,5.5,1.61,4.13,5.05
B1,19/02/2022,15:15,Cercle Brugge,Beerschot VA,2,0,28,10,18,89.7,10.3,0,H,2,0,H,26,7,10,2,14,11,10,2,1,2,0,1,1.4,4.33,7,1.43,4.6,7,1.43,4.5,6.75,1.43,4.73,7.16,1.36,4.4,9,1.4,4.5,8,1.45,4.9,8,1.42,4.58,7.12
B1,19/02/2022,17:30,Kortrijk,Waregem,5,0,28,12,16,82.8,10.3,6.9,H,2,0,H,17,16,10,3,8,11,1,5,1,4,0,1,1.9,3.5,3.6,1.98,3.7,3.5,1.97,3.6,3.4,2,3.68,3.64,1.91,3.6,3.75,1.95,3.5,3.7,2.03,3.85,3.92,1.97,3.64,3.58
B1,19/02/2022,17:30,Oostende,Standard,1,0,28,14,13,0,31,69,H,1,0,H,15,4,5,0,14,16,2,0,1,5,0,0,2.7,3.2,2.37,2.75,3.4,2.45,2.7,3.25,2.45,2.93,3.34,2.48,2.6,3.5,2.5,2.8,3.3,2.45,2.96,3.52,2.55,2.81,3.36,2.44
B1,19/02/2022,19:45,Charleroi,St. Gilloise,0,3,28,6,1,6.9,6.9,86.2,A,0,2,A,13,17,5,7,11,9,1,2,3,4,0,1,3.5,3.5,1.85,3.7,3.6,1.95,3.5,3.6,1.95,3.49,3.92,1.98,3.8,3.6,1.88,3.7,3.5,1.95,3.75,4,1.99,3.58,3.7,1.95
B1,20/02/2022,12:30,Antwerp,Mechelen,1,2,28,2,7,86.2,10.3,3.4,A,0,2,A,24,12,5,8,7,14,10,3,0,2,0,0,1.75,3.6,3.75,1.85,3.8,3.9,1.83,3.65,3.75,1.85,4.02,3.9,1.85,3.6,3.9,1.83,3.7,4,1.88,4.1,4.2,1.84,3.78,3.9
B1,20/02/2022,15:00,Eupen,Club Brugge,1,3,28,15,3,0,0,100,A,0,1,A,11,15,5,6,9,7,8,3,1,0,0,0,5.75,4.2,1.5,6.5,4.33,1.5,6.25,4.5,1.45,6.52,4.66,1.47,6.5,4,1.5,7,4.2,1.45,7,4.75,1.52,6.47,4.44,1.46
B1,20/02/2022,17:30,Anderlecht,Genk,2,0,28,4,8,82.8,10.3,6.9,H,2,0,H,14,10,5,1,10,11,4,3,4,2,0,1,1.8,3.6,3.6,1.85,3.8,3.9,1.9,3.65,3.75,1.87,3.93,3.89,1.83,3.7,3.9,1.83,3.7,3.9,1.9,3.97,4,1.85,3.76,3.88
B1,20/02/2022,20:00,St Truiden,Oud-Heverlee Leuven,2,0,28,11,9,34.5,41.4,24.1,H,1,0,H,10,8,4,3,11,7,6,8,3,3,0,1,2.3,3.25,2.87,2.25,3.4,3.1,2.25,3.35,2.9,2.29,3.55,3.07,2.3,3.2,3.1,2.3,3.3,3,2.38,3.59,3.13,2.3,3.41,2.99
B1,23/02/2022,17:45,Gent,Seraing,4,0,28,5,17,100,0,0,H,3,0,H,13,7,5,1,8,5,3,8,1,2,0,0,1.25,5.5,10,1.28,6,10,1.3,5.75,9,1.28,5.77,10.58,1.32,4.8,9.5,1.29,5.25,10,1.31,6,11,1.29,5.65,9.76
B1,25/02/2022,19:45,Beerschot VA,Charleroi,2,3,29,18,7,0,4.2,95.8,A,1,1,D,11,17,6,7,9,8,4,3,1,2,0,0,3.5,3.5,1.83,4.1,3.6,1.85,4,3.8,1.8,3.92,3.76,1.94,,,,3.75,3.5,1.93,4.1,3.84,1.98,3.78,3.64,1.92
B1,26/02/2022,15:15,St. Gilloise,Eupen,0,0,29,1,15,95.8,4.2,0,D,0,0,D,13,2,2,0,16,10,9,3,0,4,0,0,1.36,4.75,6,1.32,5.25,9.75,1.35,5.25,7.75,1.32,5.25,9.46,,,,1.33,5,8.5,1.36,5.5,10,1.34,5.15,8.49
B1,26/02/2022,17:30,Mechelen,Cercle Brugge,2,2,29,6,10,75,12.5,12.5,D,2,2,D,21,14,5,5,10,16,7,5,3,4,1,1,2.2,3.4,2.8,2.3,3.6,2.9,2.3,3.4,2.8,2.38,3.62,2.87,,,,2.3,3.4,2.9,2.41,3.7,2.95,2.33,3.53,2.85
B1,26/02/2022,17:30,Oostende,St Truiden,0,0,29,14,11,25,58.3,16.7,D,0,0,D,11,7,2,1,9,14,4,4,1,2,0,0,2.3,3.5,2.5,2.5,3.5,2.7,2.45,3.4,2.65,2.59,3.49,2.69,,,,2.5,3.3,2.7,2.65,3.57,2.75,2.51,3.43,2.67
B1,26/02/2022,19:45,Oud-Heverlee Leuven,Anderlecht,0,0,29,9,4,0,4.2,95.8,D,0,0,D,14,18,4,5,2,12,5,4,1,4,0,1,4.5,3.75,1.65,4.5,4.1,1.7,4.1,4,1.73,4.59,4.08,1.71,,,,4.5,3.9,1.7,4.75,4.22,1.74,4.4,4.02,1.71
B1,27/02/2022,12:30,Club Brugge,Antwerp,4,1,29,2,3,80,20,0,H,2,1,H,17,8,9,3,18,11,7,3,3,2,0,0,1.65,3.75,4.5,1.7,3.9,4.6,1.73,3.8,4.2,1.73,3.87,4.72,,,,1.7,3.75,4.6,1.75,4.01,4.75,1.72,3.86,4.51
B1,27/02/2022,15:00,Genk,Kortrijk,2,0,29,8,12,80,16,4,H,2,0,H,29,12,9,4,9,15,13,0,0,3,0,0,1.53,4,5,1.57,4.2,5.5,1.55,4.2,5.5,1.58,4.23,5.51,,,,1.53,4.1,5.75,1.6,4.4,5.75,1.56,4.2,5.41
B1,27/02/2022,17:30,Standard,Gent,0,1,29,13,5,16,24,60,A,0,0,D,12,10,4,4,19,14,2,5,5,2,0,1,4.5,3.6,1.7,4.33,3.9,1.75,4.3,3.6,1.73,4.62,3.84,1.75,,,,4.8,3.6,1.7,4.8,3.9,1.8,4.56,3.72,1.74
B1,27/02/2022,20:00,Waregem,Seraing,1,0,29,16,17,68,24,8,H,1,0,H,11,13,6,2,8,7,4,7,1,1,0,0,2.15,3.5,2.9,2.25,3.5,3,2.25,3.4,3,2.28,3.45,3.16,,,,2.2,3.4,3.1,2.3,3.7,3.2,2.22,3.48,3.06
B1,02/03/2022,17:45,Standard,Beerschot VA,1,0,19,10,18,93.8,6.3,0,H,1,0,H,8,12,3,5,15,14,1,3,2,5,1,0,1.65,3.8,4.5,1.66,4,4.8,1.65,4,4.6,1.67,4.13,4.8,1.61,4,5,1.65,4,4.75,1.73,4.2,4.9,1.67,4.07,4.64
B1,04/03/2022,19:45,St Truiden,Mechelen,1,1,30,11,6,33.3,22.2,44.4,D,0,1,A,13,11,5,5,7,16,3,4,1,3,0,0,2.15,3.3,2.9,2.25,3.5,3,2.25,3.35,2.95,2.28,3.61,3.16,2.35,3.3,2.9,2.2,3.4,3.1,2.33,3.67,3.2,2.23,3.49,3.06
B1,05/03/2022,15:15,Cercle Brugge,Genk,2,2,30,10,8,10.2,28.6,60.7,D,1,0,H,17,17,6,6,10,10,11,2,0,0,0,0,2.87,3.3,2.3,2.9,3.3,2.4,2.8,3.35,2.35,2.98,3.34,2.44,2.87,3.4,2.35,2.88,3.4,2.3,3,3.64,2.45,2.88,3.4,2.37
B1,05/03/2022,17:30,Kortrijk,St. Gilloise,2,3,30,12,1,6.9,3.4,89.7,A,1,1,D,10,17,3,7,10,9,3,13,2,3,0,0,4.5,3.75,1.66,4.8,4,1.66,4.9,3.85,1.65,5.12,3.97,1.66,4.2,3.8,1.61,5.25,3.75,1.62,5.25,4.1,1.7,4.95,3.91,1.65
B1,05/03/2022,19:45,Seraing,Club Brugge,0,5,30,17,2,3.4,96.6,,A,0,3,A,6,15,2,7,8,8,6,5,1,1,1,0,6.5,4.33,1.4,6.25,4.8,1.46,6.5,4.6,1.43,7.27,4.56,1.44,6.5,4.4,1.44,7,4.75,1.4,7.6,5,1.46,6.66,4.66,1.43
B1,06/03/2022,12:30,Antwerp,Beerschot VA,2,1,30,3,18,100,0,0,H,0,1,A,13,6,5,1,13,13,7,3,2,7,0,1,,,,1.66,4,5,1.6,4,5,1.62,3.93,5.6,1.6,3.9,5.25,1.62,3.8,5.25,1.66,4.2,5.7,1.62,4,5.21
B1,06/03/2022,15:00,Anderlecht,Oostende,3,0,30,4,13,100,0,0,H,0,0,D,13,10,7,1,7,10,2,5,1,2,0,0,1.25,5.25,9.5,1.29,5.75,10,1.27,6,10,1.26,5.47,12.41,1.32,4.8,9.5,1.25,5.75,10.5,1.29,6,12.41,1.27,5.66,10.66
B1,06/03/2022,17:30,Charleroi,Standard,0,0,30,7,14,72.4,10.3,17.2,D,0,0,D,8,10,3,2,8,18,8,4,2,3,0,0,1.95,3.5,3.3,2.05,3.6,3.4,2.1,3.45,3.2,2.05,3.4,3.78,2.1,3.4,3.3,2.05,3.4,3.5,2.12,3.72,3.78,2.04,3.51,3.47
B1,06/03/2022,20:00,Eupen,Oud-Heverlee Leuven,3,1,30,16,9,37.9,34.5,27.6,H,1,1,D,12,12,5,4,7,10,3,7,1,3,0,0,2.6,3.3,2.37,2.6,3.5,2.55,2.65,3.45,2.4,2.65,3.81,2.48,2.75,3.4,2.4,2.7,3.4,2.45,2.8,3.81,2.55,2.68,3.56,2.44
B1,06/03/2022,20:00,Gent,Waregem,2,1,,,,,,,H,1,0,H,25,11,8,5,5,8,10,0,0,3,0,0,1.22,5.5,10,1.25,6.25,11,1.25,6,10,1.23,6.37,11.86,1.25,5.25,12,1.25,5.75,11.5,1.27,6.5,12,1.25,5.97,10.69
B1,11/03/2022,19:45,Oud-Heverlee Leuven,St. Gilloise,1,4,31,10,1,4,8,88,A,1,1,D,9,21,2,8,11,11,5,7,2,0,0,0,4.5,4,1.7,4.5,4,1.71,4.1,3.9,1.73,4.61,4.19,1.72,4.2,3.6,1.8,4.5,3.9,1.7,4.75,4.22,1.76,4.46,4.01,1.71
B1,12/03/2022,15:15,Mechelen,Charleroi,2,2,31,6,7,42.9,42.9,14.3,D,2,0,H,10,14,3,5,12,6,4,3,2,4,0,0,2.25,3.5,2.9,2.35,3.5,2.85,2.3,3.45,2.75,2.28,3.61,3.04,2.38,3.4,2.8,2.45,3.4,2.75,2.45,3.74,3.04,2.35,3.52,2.83
B1,12/03/2022,17:30,Cercle Brugge,Kortrijk,2,0,31,9,12,82.8,13.8,3.4,H,0,0,D,22,6,4,0,19,11,6,5,1,1,0,0,1.65,3.8,5.25,1.66,4,4.8,1.65,3.8,4.9,1.65,3.99,5.17,1.65,4,4.2,1.65,3.75,5,1.7,4.1,5.25,1.67,3.87,4.92
