Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,Hour,FTR_numeric,Year,Month,Day,HomeTeam_enc,AwayTeam_enc,DayOfWeek_Num,FTR_category,Result,Season,Team_Home,Overall Rating_Home,Attack_Home,Midfield_Home,Defence_Home,Num of Players_Home,Build-up Style_Home,Team_Away,Overall Rating_Away,Attack_Away,Midfield_Away,Defence_Away,Num of Players_Away,Build-up Style_Away,HomeTeam_Advantage,HomeTeam_Form,AwayTeam_Form
B1,2022-01-29,Beerschot VA,Waregem,3,3,D,18.0,8.0,7.0,3.0,12.0,16.0,13.0,1.0,1.0,3.0,0.0,0.0,2.3,3.4,3.0,15,0,2022,1,29,2,20,7,Draw,Draw,2021-2022,Beerschot VA,67.0,67.0,68.0,67.0,25.0,Balanced,Waregem,69.0,70.0,69.0,68.0,28.0,Balanced,40.0,20.0,46.666666666666664
B1,2022-01-29,Seraing,Eupen,0,0,D,14.0,10.0,5.0,2.0,8.0,16.0,6.0,1.0,2.0,3.0,0.0,0.0,2.4,3.4,2.8,17,0,2022,1,29,15,6,7,Draw,Draw,2021-2022,Seraing,66.0,68.0,65.0,65.0,28.0,Balanced,Eupen,68.0,71.0,68.0,66.0,28.0,Balanced,40.0,20.0,6.666666666666667
B1,2022-01-29,Cercle Brugge,Oostende,0,1,A,10.0,11.0,2.0,3.0,14.0,14.0,5.0,4.0,1.0,2.0,0.0,0.0,1.5,4.0,6.5,19,2,2022,1,29,3,12,7,Away Win,Away Win,2021-2022,Cercle Brugge,68.0,68.0,70.0,67.0,28.0,Fast build up,Oostende,69.0,69.0,69.0,68.0,26.0,Long ball,80.0,80.0,26.666666666666668
B1,2022-01-30,St. Gilloise,Anderlecht,1,0,H,6.0,9.0,5.0,3.0,15.0,14.0,5.0,2.0,3.0,1.0,0.0,0.0,2.3,3.5,2.9,12,1,2022,1,30,17,0,1,Home Win,Home Win,2021-2022,St. Gilloise,71.0,74.0,71.0,70.0,26.0,Long ball,,69.64389067524115,70.3330689928628,69.83108643933386,68.45757335448057,26.94528152260111,Balanced,66.66666666666666,73.33333333333333,53.333333333333336
B1,2022-01-30,Gent,Antwerp,0,1,A,16.0,3.0,4.0,2.0,11.0,14.0,8.0,7.0,3.0,3.0,0.0,0.0,1.8,3.5,4.33,15,2,2022,1,30,8,1,1,Away Win,Away Win,2021-2022,Gent,72.0,72.0,71.0,72.0,27.0,Slow Build up,Antwerp,72.0,73.0,73.0,72.0,28.0,Balanced,73.33333333333333,46.666666666666664,73.33333333333333
B1,2022-01-30,Standard,Mechelen,1,2,A,17.0,8.0,8.0,4.0,11.0,16.0,6.0,5.0,1.0,4.0,0.0,0.0,2.1,3.5,3.25,17,2,2022,1,30,18,10,1,Away Win,Away Win,2021-2022,,69.65567176186646,70.34285714285714,69.84285714285714,68.46746031746032,26.95,Balanced,Mechelen,69.0,69.0,70.0,69.0,27.0,Balanced,33.33333333333333,33.33333333333333,40.0
B1,2022-01-30,Kortrijk,Club Brugge,0,1,A,8.0,17.0,1.0,6.0,10.0,13.0,3.0,4.0,2.0,1.0,0.0,0.0,5.25,3.75,1.65,20,2,2022,1,30,9,5,1,Away Win,Away Win,2021-2022,Kortrijk,68.0,67.0,68.0,69.0,28.0,Balanced,Club Brugge,75.0,76.0,74.0,75.0,28.0,Balanced,53.333333333333336,60.0,40.0
B1,2022-02-02,Kortrijk,Antwerp,0,2,A,28.0,5.0,5.0,2.0,9.0,3.0,8.0,1.0,2.0,1.0,1.0,1.0,2.75,4.0,2.2,17,2,2022,2,2,9,1,4,Away Win,Away Win,2021-2022,Kortrijk,68.0,67.0,68.0,69.0,28.0,Balanced,Antwerp,72.0,73.0,73.0,72.0,28.0,Balanced,33.33333333333333,40.0,73.33333333333333
B1,2022-02-04,Charleroi,Seraing,2,0,H,10.0,7.0,3.0,1.0,11.0,6.0,6.0,8.0,1.0,3.0,0.0,1.0,1.6,4.2,5.25,19,1,2022,2,4,4,15,6,Home Win,Home Win,2021-2022,,69.65567176186646,70.34285714285714,69.84285714285714,68.46746031746032,26.95,Balanced,Seraing,66.0,68.0,65.0,65.0,28.0,Balanced,33.33333333333333,33.33333333333333,26.666666666666668
B1,2022-02-05,Kortrijk,St Truiden,1,3,A,12.0,11.0,3.0,4.0,18.0,18.0,6.0,2.0,3.0,4.0,0.0,0.0,2.25,3.5,3.0,15,2,2022,2,5,9,16,7,Away Win,Away Win,2021-2022,Kortrijk,68.0,67.0,68.0,69.0,28.0,Balanced,St Truiden,68.0,67.0,68.0,67.0,27.0,Fast build up,26.666666666666668,20.0,46.666666666666664
B1,2022-02-05,Oostende,Oud-Heverlee Leuven,1,3,A,12.0,8.0,3.0,4.0,11.0,13.0,6.0,2.0,2.0,1.0,0.0,0.0,2.45,3.4,2.75,17,2,2022,2,5,12,13,7,Away Win,Away Win,2021-2022,Oostende,69.0,69.0,69.0,68.0,26.0,Long ball,Oud-Heverlee Leuven,69.0,70.0,70.0,68.0,27.0,Long ball,20.0,46.666666666666664,66.66666666666666
B1,2022-02-05,Standard,Cercle Brugge,1,1,D,9.0,17.0,5.0,6.0,18.0,19.0,4.0,8.0,6.0,3.0,0.0,1.0,2.7,3.4,2.5,17,0,2022,2,5,18,3,7,Draw,Draw,2021-2022,,69.65567176186646,70.34285714285714,69.84285714285714,68.46746031746032,26.95,Balanced,Cercle Brugge,68.0,68.0,70.0,67.0,28.0,Fast build up,26.666666666666668,33.33333333333333,80.0
B1,2022-02-05,Antwerp,St. Gilloise,0,2,A,14.0,16.0,2.0,6.0,8.0,13.0,6.0,4.0,3.0,3.0,0.0,0.0,3.1,3.6,2.1,19,2,2022,2,5,1,17,7,Away Win,Away Win,2021-2022,Antwerp,72.0,73.0,73.0,72.0,28.0,Balanced,St. Gilloise,71.0,74.0,71.0,70.0,26.0,Long ball,66.66666666666666,86.66666666666667,73.33333333333333
B1,2022-02-06,Club Brugge,Gent,1,2,A,13.0,10.0,3.0,3.0,9.0,15.0,9.0,5.0,4.0,5.0,2.0,0.0,2.25,3.5,3.0,12,2,2022,2,6,5,8,1,Away Win,Away Win,2021-2022,Club Brugge,75.0,76.0,74.0,75.0,28.0,Balanced,Gent,72.0,72.0,71.0,72.0,27.0,Slow Build up,73.33333333333333,53.333333333333336,26.666666666666668
B1,2022-02-06,Mechelen,Beerschot VA,3,2,H,11.0,11.0,4.0,2.0,12.0,15.0,6.0,8.0,0.0,3.0,1.0,0.0,1.85,3.75,3.8,15,1,2022,2,6,10,2,1,Home Win,Home Win,2021-2022,Mechelen,69.0,69.0,70.0,69.0,27.0,Balanced,Beerschot VA,67.0,67.0,68.0,67.0,25.0,Balanced,66.66666666666666,40.0,26.666666666666668
B1,2022-02-06,Anderlecht,Eupen,4,1,H,19.0,8.0,5.0,5.0,12.0,8.0,9.0,3.0,0.0,1.0,0.0,0.0,1.36,5.0,7.5,17,1,2022,2,6,0,6,1,Home Win,Home Win,2021-2022,,69.65567176186646,70.34285714285714,69.84285714285714,68.46746031746032,26.95,Balanced,Eupen,68.0,71.0,68.0,66.0,28.0,Balanced,53.333333333333336,46.666666666666664,13.333333333333334
B1,2022-02-06,Genk,Waregem,2,0,H,13.0,10.0,5.0,1.0,12.0,7.0,5.0,4.0,2.0,2.0,0.0,0.0,1.33,5.0,9.0,20,1,2022,2,6,7,20,1,Home Win,Home Win,2021-2022,Genk,72.0,75.0,73.0,72.0,25.0,Balanced,Waregem,69.0,70.0,69.0,68.0,28.0,Balanced,53.333333333333336,66.66666666666666,53.333333333333336
B1,2022-02-09,Waregem,Oostende,0,0,D,12.0,18.0,6.0,3.0,10.0,14.0,6.0,8.0,0.0,1.0,0.0,0.0,2.15,3.5,3.2,17,0,2022,2,9,20,12,4,Draw,Draw,2021-2022,Waregem,69.0,70.0,69.0,68.0,28.0,Balanced,Oostende,69.0,69.0,69.0,68.0,26.0,Long ball,46.666666666666664,33.33333333333333,26.666666666666668
B1,2022-02-09,Oud-Heverlee Leuven,Genk,2,1,H,22.0,12.0,6.0,7.0,18.0,8.0,4.0,3.0,2.0,3.0,0.0,1.0,4.0,3.75,1.83,20,1,2022,2,9,13,7,4,Home Win,Home Win,2021-2022,Oud-Heverlee Leuven,69.0,70.0,70.0,68.0,27.0,Long ball,Genk,72.0,75.0,73.0,72.0,25.0,Balanced,40.0,66.66666666666666,66.66666666666666
B1,2022-02-11,Seraing,Antwerp,0,1,A,8.0,19.0,3.0,5.0,14.0,11.0,1.0,9.0,1.0,2.0,0.0,1.0,3.6,3.5,2.0,19,2,2022,2,11,15,1,6,Away Win,Away Win,2021-2022,Seraing,66.0,68.0,65.0,65.0,28.0,Balanced,Antwerp,72.0,73.0,73.0,72.0,28.0,Balanced,26.666666666666668,26.666666666666668,66.66666666666666
B1,2022-02-12,Eupen,Gent,0,1,A,9.0,11.0,3.0,7.0,10.0,8.0,8.0,3.0,2.0,2.0,0.0,1.0,4.75,3.6,1.66,15,2,2022,2,12,6,8,7,Away Win,Away Win,2021-2022,Eupen,68.0,71.0,68.0,66.0,28.0,Balanced,Gent,72.0,72.0,71.0,72.0,27.0,Slow Build up,26.666666666666668,13.333333333333334,40.0
B1,2022-02-12,Mechelen,Oostende,3,0,H,11.0,4.0,4.0,1.0,1.0,13.0,7.0,3.0,0.0,1.0,0.0,0.0,1.8,4.0,4.0,17,1,2022,2,12,10,12,7,Home Win,Home Win,2021-2022,Mechelen,69.0,69.0,70.0,69.0,27.0,Balanced,Oostende,69.0,69.0,69.0,68.0,26.0,Long ball,66.66666666666666,60.0,33.33333333333333
B1,2022-02-12,Oud-Heverlee Leuven,Cercle Brugge,3,2,H,11.0,16.0,5.0,5.0,13.0,13.0,5.0,5.0,2.0,4.0,0.0,0.0,3.0,3.4,2.25,17,1,2022,2,12,13,3,7,Home Win,Home Win,2021-2022,Oud-Heverlee Leuven,69.0,70.0,70.0,68.0,27.0,Long ball,Cercle Brugge,68.0,68.0,70.0,67.0,28.0,Fast build up,60.0,66.66666666666666,66.66666666666666
B1,2022-02-12,Waregem,Anderlecht,1,2,A,13.0,11.0,4.0,5.0,8.0,6.0,6.0,5.0,2.0,1.0,0.0,0.0,6.5,4.5,1.45,19,2,2022,2,12,20,0,7,Away Win,Away Win,2021-2022,Waregem,69.0,70.0,69.0,68.0,28.0,Balanced,,69.64389067524115,70.3330689928628,69.83108643933386,68.45757335448057,26.94528152260111,Balanced,53.333333333333336,20.0,46.666666666666664
B1,2022-02-13,Genk,Standard,2,0,H,15.0,11.0,6.0,4.0,14.0,24.0,4.0,0.0,4.0,3.0,0.0,0.0,1.61,3.8,4.5,12,1,2022,2,13,7,18,1,Home Win,Home Win,2021-2022,Genk,72.0,75.0,73.0,72.0,25.0,Balanced,,69.64389067524115,70.3330689928628,69.83108643933386,68.45757335448057,26.94528152260111,Balanced,66.66666666666666,60.0,40.0
B1,2022-02-13,St. Gilloise,St Truiden,0,1,A,11.0,13.0,1.0,5.0,17.0,13.0,5.0,4.0,5.0,2.0,0.0,0.0,1.33,5.0,8.0,15,2,2022,2,13,17,16,1,Away Win,Away Win,2021-2022,St. Gilloise,71.0,74.0,71.0,70.0,26.0,Long ball,St Truiden,68.0,67.0,68.0,67.0,27.0,Fast build up,86.66666666666667,86.66666666666667,46.666666666666664
B1,2022-02-13,Club Brugge,Charleroi,2,0,H,10.0,15.0,5.0,3.0,7.0,9.0,5.0,5.0,1.0,1.0,0.0,0.0,1.66,4.0,4.75,17,1,2022,2,13,5,4,1,Home Win,Home Win,2021-2022,Club Brugge,75.0,76.0,74.0,75.0,28.0,Balanced,,69.64389067524115,70.3330689928628,69.83108643933386,68.45757335448057,26.94528152260111,Balanced,53.333333333333336,53.333333333333336,53.333333333333336
B1,2022-02-13,Beerschot VA,Kortrijk,2,1,H,10.0,14.0,3.0,4.0,15.0,10.0,3.0,7.0,2.0,3.0,0.0,0.0,3.1,3.5,2.15,20,1,2022,2,13,2,9,1,Home Win,Home Win,2021-2022,Beerschot VA,67.0,67.0,68.0,67.0,25.0,Balanced,Kortrijk,68.0,67.0,68.0,69.0,28.0,Balanced,26.666666666666668,26.666666666666668,13.333333333333334
B1,2022-02-16,Genk,Mechelen,4,1,H,25.0,6.0,9.0,2.0,5.0,6.0,12.0,5.0,0.0,0.0,0.0,1.0,1.57,3.8,5.0,17,1,2022,2,16,7,10,4,Home Win,Home Win,2021-2022,Genk,72.0,75.0,73.0,72.0,25.0,Balanced,Mechelen,69.0,69.0,70.0,69.0,27.0,Balanced,86.66666666666667,60.0,60.0
B1,2022-02-19,Cercle Brugge,Beerschot VA,2,0,H,26.0,7.0,10.0,2.0,14.0,11.0,10.0,2.0,1.0,2.0,0.0,1.0,1.4,4.33,7.0,15,1,2022,2,19,3,2,7,Home Win,Home Win,2021-2022,Cercle Brugge,68.0,68.0,70.0,67.0,28.0,Fast build up,Beerschot VA,67.0,67.0,68.0,67.0,25.0,Balanced,80.0,46.666666666666664,46.666666666666664
B1,2022-02-19,Kortrijk,Waregem,5,0,H,17.0,16.0,10.0,3.0,8.0,11.0,1.0,5.0,1.0,4.0,0.0,1.0,1.9,3.5,3.6,17,1,2022,2,19,9,20,7,Home Win,Home Win,2021-2022,Kortrijk,68.0,67.0,68.0,69.0,28.0,Balanced,Waregem,69.0,70.0,69.0,68.0,28.0,Balanced,26.666666666666668,6.666666666666667,20.0
B1,2022-02-19,Oostende,Standard,1,0,H,15.0,4.0,5.0,0.0,14.0,16.0,2.0,0.0,1.0,5.0,0.0,0.0,2.7,3.2,2.37,17,1,2022,2,19,12,18,7,Home Win,Home Win,2021-2022,Oostende,69.0,69.0,69.0,68.0,26.0,Long ball,,69.64389067524115,70.3330689928628,69.83108643933386,68.45757335448057,26.94528152260111,Balanced,20.0,33.33333333333333,33.33333333333333
B1,2022-02-19,Charleroi,St. Gilloise,0,3,A,13.0,17.0,5.0,7.0,11.0,9.0,1.0,2.0,3.0,4.0,0.0,1.0,3.5,3.5,1.85,19,2,2022,2,19,4,17,7,Away Win,Away Win,2021-2022,,69.65567176186646,70.34285714285714,69.84285714285714,68.46746031746032,26.95,Balanced,St. Gilloise,71.0,74.0,71.0,70.0,26.0,Long ball,53.333333333333336,53.333333333333336,66.66666666666666
B1,2022-02-20,Antwerp,Mechelen,1,2,A,24.0,12.0,5.0,8.0,7.0,14.0,10.0,3.0,0.0,2.0,0.0,0.0,1.75,3.6,3.75,12,2,2022,2,20,1,10,1,Away Win,Away Win,2021-2022,Antwerp,72.0,73.0,73.0,72.0,28.0,Balanced,Mechelen,69.0,69.0,70.0,69.0,27.0,Balanced,46.666666666666664,66.66666666666666,60.0
B1,2022-02-20,Eupen,Club Brugge,1,3,A,11.0,15.0,5.0,6.0,9.0,7.0,8.0,3.0,1.0,0.0,0.0,0.0,5.75,4.2,1.5,15,2,2022,2,20,6,5,1,Away Win,Away Win,2021-2022,Eupen,68.0,71.0,68.0,66.0,28.0,Balanced,Club Brugge,75.0,76.0,74.0,75.0,28.0,Balanced,20.0,13.333333333333334,53.333333333333336
B1,2022-02-20,Anderlecht,Genk,2,0,H,14.0,10.0,5.0,1.0,10.0,11.0,4.0,3.0,4.0,2.0,0.0,1.0,1.8,3.6,3.6,17,1,2022,2,20,0,7,1,Home Win,Home Win,2021-2022,,69.65567176186646,70.34285714285714,69.84285714285714,68.46746031746032,26.95,Balanced,Genk,72.0,75.0,73.0,72.0,25.0,Balanced,66.66666666666666,60.0,60.0
B1,2022-02-20,St Truiden,Oud-Heverlee Leuven,2,0,H,10.0,8.0,4.0,3.0,11.0,7.0,6.0,8.0,3.0,3.0,0.0,1.0,2.3,3.25,2.87,20,1,2022,2,20,16,13,1,Home Win,Home Win,2021-2022,St Truiden,68.0,67.0,68.0,67.0,27.0,Fast build up,Oud-Heverlee Leuven,69.0,70.0,70.0,68.0,27.0,Long ball,40.0,66.66666666666666,66.66666666666666
B1,2022-02-23,Gent,Seraing,4,0,H,13.0,7.0,5.0,1.0,8.0,5.0,3.0,8.0,1.0,2.0,0.0,0.0,1.25,5.5,10.0,17,1,2022,2,23,8,15,4,Home Win,Home Win,2021-2022,Gent,72.0,72.0,71.0,72.0,27.0,Slow Build up,Seraing,66.0,68.0,65.0,65.0,28.0,Balanced,53.333333333333336,53.333333333333336,26.666666666666668
B1,2022-02-25,Beerschot VA,Charleroi,2,3,A,11.0,17.0,6.0,7.0,9.0,8.0,4.0,3.0,1.0,2.0,0.0,0.0,3.5,3.5,1.83,19,2,2022,2,25,2,4,6,Away Win,Away Win,2021-2022,Beerschot VA,67.0,67.0,68.0,67.0,25.0,Balanced,,69.64389067524115,70.3330689928628,69.83108643933386,68.45757335448057,26.94528152260111,Balanced,46.666666666666664,26.666666666666668,46.666666666666664
B1,2022-02-26,St. Gilloise,Eupen,0,0,D,13.0,2.0,2.0,0.0,16.0,10.0,9.0,3.0,0.0,4.0,0.0,0.0,1.36,4.75,6.0,15,0,2022,2,26,17,6,7,Draw,Draw,2021-2022,St. Gilloise,71.0,74.0,71.0,70.0,26.0,Long ball,Eupen,68.0,71.0,68.0,66.0,28.0,Balanced,66.66666666666666,66.66666666666666,6.666666666666667
B1,2022-02-26,Mechelen,Cercle Brugge,2,2,D,21.0,14.0,5.0,5.0,10.0,16.0,7.0,5.0,3.0,4.0,1.0,1.0,2.2,3.4,2.8,17,0,2022,2,26,10,3,7,Draw,Draw,2021-2022,Mechelen,69.0,69.0,70.0,69.0,27.0,Balanced,Cercle Brugge,68.0,68.0,70.0,67.0,28.0,Fast build up,80.0,80.0,46.666666666666664
B1,2022-02-26,Oostende,St Truiden,0,0,D,11.0,7.0,2.0,1.0,9.0,14.0,4.0,4.0,1.0,2.0,0.0,0.0,2.3,3.5,2.5,17,0,2022,2,26,12,16,7,Draw,Draw,2021-2022,Oostende,69.0,69.0,69.0,68.0,26.0,Long ball,St Truiden,68.0,67.0,68.0,67.0,27.0,Fast build up,20.0,46.666666666666664,66.66666666666666
B1,2022-02-26,Oud-Heverlee Leuven,Anderlecht,0,0,D,14.0,18.0,4.0,5.0,2.0,12.0,5.0,4.0,1.0,4.0,0.0,1.0,4.5,3.75,1.65,19,0,2022,2,26,13,0,7,Draw,Draw,2021-2022,Oud-Heverlee Leuven,69.0,70.0,70.0,68.0,27.0,Long ball,,69.64389067524115,70.3330689928628,69.83108643933386,68.45757335448057,26.94528152260111,Balanced,80.0,66.66666666666666,60.0
B1,2022-02-27,Club Brugge,Antwerp,4,1,H,17.0,8.0,9.0,3.0,18.0,11.0,7.0,3.0,3.0,2.0,0.0,0.0,1.65,3.75,4.5,12,1,2022,2,27,5,1,1,Home Win,Home Win,2021-2022,Club Brugge,75.0,76.0,74.0,75.0,28.0,Balanced,Antwerp,72.0,73.0,73.0,72.0,28.0,Balanced,53.333333333333336,66.66666666666666,60.0
B1,2022-02-27,Genk,Kortrijk,2,0,H,29.0,12.0,9.0,4.0,9.0,15.0,13.0,0.0,0.0,3.0,0.0,0.0,1.53,4.0,5.0,15,1,2022,2,27,7,9,1,Home Win,Home Win,2021-2022,Genk,72.0,75.0,73.0,72.0,25.0,Balanced,Kortrijk,68.0,67.0,68.0,69.0,28.0,Balanced,86.66666666666667,60.0,20.0
B1,2022-02-27,Standard,Gent,0,1,A,12.0,10.0,4.0,4.0,19.0,14.0,2.0,5.0,5.0,2.0,0.0,1.0,4.5,3.6,1.7,17,2,2022,2,27,18,8,1,Away Win,Away Win,2021-2022,,69.65567176186646,70.34285714285714,69.84285714285714,68.46746031746032,26.95,Balanced,Gent,72.0,72.0,71.0,72.0,27.0,Slow Build up,13.333333333333334,26.666666666666668,66.66666666666666
B1,2022-02-27,Waregem,Seraing,1,0,H,11.0,13.0,6.0,2.0,8.0,7.0,4.0,7.0,1.0,1.0,0.0,0.0,2.15,3.5,2.9,20,1,2022,2,27,20,15,1,Home Win,Home Win,2021-2022,Waregem,69.0,70.0,69.0,68.0,28.0,Balanced,Seraing,66.0,68.0,65.0,65.0,28.0,Balanced,33.33333333333333,13.333333333333334,26.666666666666668
B1,2022-03-02,Standard,Beerschot VA,1,0,H,8.0,12.0,3.0,5.0,15.0,14.0,1.0,3.0,2.0,5.0,1.0,0.0,1.65,3.8,4.5,17,1,2022,3,2,18,2,4,Home Win,Home Win,2021-2022,,69.65567176186646,70.34285714285714,69.84285714285714,68.46746031746032,26.95,Balanced,Beerschot VA,67.0,67.0,68.0,67.0,25.0,Balanced,13.333333333333334,6.666666666666667,26.666666666666668
B1,2022-03-04,St Truiden,Mechelen,1,1,D,13.0,11.0,5.0,5.0,7.0,16.0,3.0,4.0,1.0,3.0,0.0,0.0,2.15,3.3,2.9,19,0,2022,3,4,16,10,6,Draw,Draw,2021-2022,St Truiden,68.0,67.0,68.0,67.0,27.0,Fast build up,Mechelen,69.0,69.0,70.0,69.0,27.0,Balanced,60.0,66.66666666666666,66.66666666666666
B1,2022-03-05,Cercle Brugge,Genk,2,2,D,17.0,17.0,6.0,6.0,10.0,10.0,11.0,2.0,0.0,0.0,0.0,0.0,2.87,3.3,2.3,15,0,2022,3,5,3,7,7,Draw,Draw,2021-2022,Cercle Brugge,68.0,68.0,70.0,67.0,28.0,Fast build up,Genk,72.0,75.0,73.0,72.0,25.0,Balanced,80.0,33.33333333333333,60.0
B1,2022-03-05,Kortrijk,St. Gilloise,2,3,A,10.0,17.0,3.0,7.0,10.0,9.0,3.0,13.0,2.0,3.0,0.0,0.0,4.5,3.75,1.66,17,2,2022,3,5,9,17,7,Away Win,Away Win,2021-2022,Kortrijk,68.0,67.0,68.0,69.0,28.0,Balanced,St. Gilloise,71.0,74.0,71.0,70.0,26.0,Long ball,26.666666666666668,20.0,66.66666666666666
B1,2022-03-05,Seraing,Club Brugge,0,5,A,6.0,15.0,2.0,7.0,8.0,8.0,6.0,5.0,1.0,1.0,1.0,0.0,6.5,4.33,1.4,19,2,2022,3,5,15,5,7,Away Win,Away Win,2021-2022,Seraing,66.0,68.0,65.0,65.0,28.0,Balanced,Club Brugge,75.0,76.0,74.0,75.0,28.0,Balanced,26.666666666666668,6.666666666666667,80.0
B1,2022-03-06,Antwerp,Beerschot VA,2,1,H,13.0,6.0,5.0,1.0,13.0,13.0,7.0,3.0,2.0,7.0,0.0,1.0,,,,12,1,2022,3,6,1,2,1,Home Win,Home Win,2021-2022,Antwerp,72.0,73.0,73.0,72.0,28.0,Balanced,Beerschot VA,67.0,67.0,68.0,67.0,25.0,Balanced,46.666666666666664,40.0,20.0
B1,2022-03-06,Anderlecht,Oostende,3,0,H,13.0,10.0,7.0,1.0,7.0,10.0,2.0,5.0,1.0,2.0,0.0,0.0,1.25,5.25,9.5,15,1,2022,3,6,0,12,1,Home Win,Home Win,2021-2022,,69.65567176186646,70.34285714285714,69.84285714285714,68.46746031746032,26.95,Balanced,Oostende,69.0,69.0,69.0,68.0,26.0,Long ball,66.66666666666666,66.66666666666666,33.33333333333333
B1,2022-03-06,Charleroi,Standard,0,0,D,8.0,10.0,3.0,2.0,8.0,18.0,8.0,4.0,2.0,3.0,0.0,0.0,1.95,3.5,3.3,17,0,2022,3,6,4,18,1,Draw,Draw,2021-2022,,69.65567176186646,70.34285714285714,69.84285714285714,68.46746031746032,26.95,Balanced,,69.64389067524115,70.3330689928628,69.83108643933386,68.45757335448057,26.94528152260111,Balanced,33.33333333333333,60.0,26.666666666666668
B1,2022-03-06,Eupen,Oud-Heverlee Leuven,3,1,H,12.0,12.0,5.0,4.0,7.0,10.0,3.0,7.0,1.0,3.0,0.0,0.0,2.6,3.3,2.37,20,1,2022,3,6,6,13,1,Home Win,Home Win,2021-2022,Eupen,68.0,71.0,68.0,66.0,28.0,Balanced,Oud-Heverlee Leuven,69.0,70.0,70.0,68.0,27.0,Long ball,0.0,13.333333333333334,66.66666666666666
B1,2022-03-06,Gent,Waregem,2,1,H,25.0,11.0,8.0,5.0,5.0,8.0,10.0,0.0,0.0,3.0,0.0,0.0,1.22,5.5,10.0,20,1,2022,3,6,8,20,1,Home Win,Home Win,2021-2022,Gent,72.0,72.0,71.0,72.0,27.0,Slow Build up,Waregem,69.0,70.0,69.0,68.0,28.0,Balanced,53.333333333333336,80.0,26.666666666666668
B1,2022-03-11,Oud-Heverlee Leuven,St. Gilloise,1,4,A,9.0,21.0,2.0,8.0,11.0,11.0,5.0,7.0,2.0,0.0,0.0,0.0,4.5,4.0,1.7,19,2,2022,3,11,13,17,6,Away Win,Away Win,2021-2022,Oud-Heverlee Leuven,69.0,70.0,70.0,68.0,27.0,Long ball,St. Gilloise,71.0,74.0,71.0,70.0,26.0,Long ball,86.66666666666667,46.666666666666664,66.66666666666666
B1,2022-03-12,Mechelen,Charleroi,2,2,D,10.0,14.0,3.0,5.0,12.0,6.0,4.0,3.0,2.0,4.0,0.0,0.0,2.25,3.5,2.9,15,0,2022,3,12,10,4,7,Draw,Draw,2021-2022,Mechelen,69.0,69.0,70.0,69.0,27.0,Balanced,,69.64389067524115,70.3330689928628,69.83108643933386,68.45757335448057,26.94528152260111,Balanced,66.66666666666666,53.333333333333336,46.666666666666664
B1,2022-03-12,Cercle Brugge,Kortrijk,2,0,H,22.0,6.0,4.0,0.0,19.0,11.0,6.0,5.0,1.0,1.0,0.0,0.0,1.65,3.8,5.25,17,1,2022,3,12,3,9,7,Home Win,Home Win,2021-2022,Cercle Brugge,68.0,68.0,70.0,67.0,28.0,Fast build up,Kortrijk,68.0,67.0,68.0,69.0,28.0,Balanced,66.66666666666666,40.0,20.0
B1,2022-03-12,Waregem,Eupen,3,0,H,9.0,16.0,5.0,6.0,12.0,6.0,1.0,9.0,2.0,1.0,0.0,0.0,2.3,3.5,2.8,17,1,2022,3,12,20,6,7,Home Win,Home Win,2021-2022,Waregem,69.0,70.0,69.0,68.0,28.0,Balanced,Eupen,68.0,71.0,68.0,66.0,28.0,Balanced,53.333333333333336,26.666666666666668,26.666666666666668
B1,2022-03-12,Oostende,Club Brugge,1,3,A,17.0,9.0,4.0,4.0,11.0,8.0,6.0,4.0,1.0,2.0,0.0,0.0,7.5,4.75,1.4,19,2,2022,3,12,12,5,7,Away Win,Away Win,2021-2022,Oostende,69.0,69.0,69.0,68.0,26.0,Long ball,Club Brugge,75.0,76.0,74.0,75.0,28.0,Balanced,26.666666666666668,33.33333333333333,80.0
B1,2022-03-13,Anderlecht,Antwerp,2,1,H,15.0,12.0,10.0,5.0,12.0,13.0,6.0,3.0,3.0,4.0,0.0,0.0,1.61,4.0,5.0,12,1,2022,3,13,0,1,1,Home Win,Home Win,2021-2022,,69.65567176186646,70.34285714285714,69.84285714285714,68.46746031746032,26.95,Balanced,Antwerp,72.0,73.0,73.0,72.0,28.0,Balanced,66.66666666666666,86.66666666666667,40.0
B1,2022-03-13,Genk,St Truiden,0,1,A,14.0,8.0,4.0,4.0,10.0,18.0,5.0,1.0,1.0,5.0,0.0,0.0,1.44,4.33,7.0,15,2,2022,3,13,7,16,1,Away Win,Away Win,2021-2022,Genk,72.0,75.0,73.0,72.0,25.0,Balanced,St Truiden,68.0,67.0,68.0,67.0,27.0,Fast build up,100.0,66.66666666666666,73.33333333333333
B1,2022-03-13,Beerschot VA,Gent,0,2,A,10.0,14.0,2.0,6.0,13.0,14.0,6.0,2.0,4.0,2.0,0.0,0.0,6.5,4.2,1.5,17,2,2022,3,13,2,8,1,Away Win,Away Win,2021-2022,Beerschot VA,67.0,67.0,68.0,67.0,25.0,Balanced,Gent,72.0,72.0,71.0,72.0,27.0,Slow Build up,46.666666666666664,20.0,100.0
