Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA,Hour,FTR_numeric,Year,Month,Day,HomeTeam_enc,AwayTeam_enc,DayOfWeek_Num,Result,Season
B1,2022-03-12,Cercle Brugge,Kortrijk,2,0,H,22.0,6.0,4.0,0.0,19.0,11.0,6.0,5.0,1.0,1.0,0.0,0.0,1.65,3.8,5.25,1.66,4.0,4.8,1.65,3.8,4.9,1.65,3.99,5.17,1.65,4.0,4.2,1.65,3.75,5.0,1.7,4.1,5.25,1.67,3.87,4.92,17,1,2022,3,12,3,9,7,Home Win,2021-2022
B1,2022-03-12,Waregem,Eupen,3,0,H,9.0,16.0,5.0,6.0,12.0,6.0,1.0,9.0,2.0,1.0,0.0,0.0,2.3,3.5,2.8,2.37,3.5,2.85,2.35,3.4,2.7,2.42,3.63,2.81,2.35,3.4,2.88,2.3,3.4,2.88,2.46,3.7,2.88,2.38,3.53,2.79,17,1,2022,3,12,20,6,7,Home Win,2021-2022
B1,2022-03-12,Oostende,Club Brugge,1,3,A,17.0,9.0,4.0,4.0,11.0,8.0,6.0,4.0,1.0,2.0,0.0,0.0,7.5,4.75,1.4,6.5,5.0,1.43,6.75,4.9,1.4,7.3,5.09,1.39,6.0,4.2,1.5,7.5,4.75,1.36,7.5,5.3,1.43,7.03,4.92,1.4,19,2,2022,3,12,12,5,7,Away Win,2021-2022
B1,2022-03-13,Anderlecht,Antwerp,2,1,H,15.0,12.0,10.0,5.0,12.0,13.0,6.0,3.0,3.0,4.0,0.0,0.0,1.61,4.0,5.0,1.62,4.2,5.0,1.63,4.1,4.6,1.65,4.2,4.9,1.75,3.75,4.33,1.65,4.0,4.75,1.68,4.3,5.0,1.64,4.16,4.76,12,1,2022,3,13,0,1,1,Home Win,2021-2022
B1,2022-03-13,Genk,St Truiden,0,1,A,14.0,8.0,4.0,4.0,10.0,18.0,5.0,1.0,1.0,5.0,0.0,0.0,1.44,4.33,7.0,1.46,4.6,6.25,1.45,4.5,6.25,1.44,4.68,6.93,1.53,4.0,5.8,1.45,4.2,7.0,1.53,4.9,7.0,1.46,4.52,6.45,15,2,2022,3,13,7,16,1,Away Win,2021-2022
B1,2022-03-13,Beerschot VA,Gent,0,2,A,10.0,14.0,2.0,6.0,13.0,14.0,6.0,2.0,4.0,2.0,0.0,0.0,6.5,4.2,1.5,6.0,4.6,1.49,6.0,4.4,1.53,6.25,4.53,1.49,6.0,4.2,1.5,6.0,4.2,1.5,6.5,4.7,1.53,6.06,4.45,1.49,17,2,2022,3,13,2,8,1,Away Win,2021-2022
B1,2022-03-13,Standard,Seraing,0,1,A,9.0,12.0,3.0,5.0,13.0,13.0,3.0,4.0,3.0,1.0,0.0,0.0,1.75,3.75,4.33,1.78,3.8,4.33,1.77,3.7,4.0,1.79,3.81,4.42,1.78,3.6,4.33,1.75,3.6,4.4,1.81,3.88,4.5,1.78,3.73,4.28,20,2,2022,3,13,18,15,1,Away Win,2021-2022
B1,2022-03-18,St. Gilloise,Oostende,1,1,D,18.0,7.0,7.0,4.0,16.0,13.0,9.0,1.0,1.0,5.0,0.0,0.0,1.28,5.0,10.0,1.3,5.5,10.0,1.33,5.0,9.0,1.3,5.53,10.99,1.29,5.0,11.0,1.29,5.25,10.0,1.33,5.61,11.0,1.29,5.33,10.1,19,0,2022,3,18,17,12,6,Draw,2021-2022
B1,2022-03-19,Eupen,Mechelen,1,1,D,12.0,22.0,5.0,6.0,3.0,7.0,6.0,12.0,3.0,0.0,1.0,0.0,2.9,3.5,2.3,2.85,3.5,2.35,2.8,3.45,2.3,2.87,3.75,2.33,2.8,3.5,2.35,2.88,3.4,2.3,2.9,3.77,2.38,2.83,3.59,2.32,15,0,2022,3,19,6,10,7,Draw,2021-2022
B1,2022-03-19,Charleroi,Cercle Brugge,5,0,H,12.0,9.0,11.0,4.0,18.0,4.0,2.0,3.0,2.0,0.0,0.0,1.0,2.5,3.5,2.7,2.4,3.5,2.8,2.45,3.35,2.65,2.56,3.49,2.72,2.4,3.4,2.8,2.45,3.25,2.8,2.6,3.56,2.8,2.48,3.43,2.72,17,1,2022,3,19,4,3,7,Home Win,2021-2022
B1,2022-03-19,Seraing,Oud-Heverlee Leuven,1,1,D,12.0,12.0,3.0,5.0,11.0,13.0,3.0,3.0,2.0,1.0,0.0,0.0,2.9,3.4,2.37,2.85,3.5,2.35,2.75,3.4,2.35,2.78,3.59,2.46,3.0,3.5,2.25,2.9,3.3,2.38,2.9,3.67,2.5,2.79,3.5,2.39,17,0,2022,3,19,15,13,7,Draw,2021-2022
B1,2022-03-19,Antwerp,Waregem,1,0,H,19.0,5.0,7.0,2.0,6.0,4.0,4.0,0.0,1.0,2.0,0.0,0.0,1.4,4.75,6.0,1.46,4.6,6.5,1.45,4.7,6.0,1.45,4.74,6.65,,,,1.44,4.5,6.5,1.48,4.9,7.0,1.44,4.67,6.41,19,1,2022,3,19,1,20,7,Home Win,2021-2022
B1,2022-03-20,Club Brugge,Genk,3,1,H,14.0,10.0,5.0,2.0,9.0,15.0,10.0,6.0,1.0,4.0,0.0,1.0,1.7,3.8,4.5,1.73,4.1,4.2,1.7,4.0,4.0,1.74,4.26,4.23,1.7,3.9,4.4,1.7,3.9,4.4,1.77,4.33,4.5,1.72,4.06,4.21,12,1,2022,3,20,5,7,1,Home Win,2021-2022
B1,2022-03-20,Kortrijk,Standard,0,1,A,12.0,10.0,1.0,3.0,16.0,19.0,2.0,6.0,0.0,3.0,0.0,0.0,2.5,3.25,2.87,2.45,3.4,2.8,2.45,3.3,2.75,2.39,3.6,2.87,2.45,3.3,2.8,2.45,3.25,2.8,2.5,3.65,2.87,2.43,3.43,2.79,15,2,2022,3,20,9,18,1,Away Win,2021-2022
B1,2022-03-20,Gent,Anderlecht,1,0,H,5.0,19.0,2.0,7.0,2.0,6.0,4.0,5.0,0.0,2.0,0.0,0.0,2.3,3.4,3.0,2.35,3.1,3.2,2.3,3.3,2.9,2.32,3.26,3.26,2.3,3.25,3.1,2.3,3.2,3.1,2.43,3.54,3.29,2.31,3.29,3.06,17,1,2022,3,20,8,0,1,Home Win,2021-2022
B1,2022-03-20,St Truiden,Beerschot VA,3,2,H,18.0,10.0,4.0,5.0,10.0,8.0,7.0,6.0,1.0,2.0,0.0,0.0,1.53,4.0,6.0,1.55,4.2,5.75,1.55,4.1,5.75,1.56,4.21,5.87,1.57,3.9,5.5,1.55,4.0,5.75,1.6,4.4,6.0,1.55,4.11,5.69,20,1,2022,3,20,16,2,1,Home Win,2021-2022
B1,2022-04-01,Beerschot VA,Club Brugge,1,3,A,4.0,22.0,1.0,10.0,10.0,8.0,2.0,5.0,1.0,0.0,0.0,0.0,10.0,5.75,1.22,11.0,6.25,1.25,10.0,6.25,1.25,10.63,6.51,1.26,10.0,5.25,1.29,11.5,6.0,1.22,12.0,6.75,1.26,10.86,6.25,1.24,19,2,2022,4,1,2,5,6,Away Win,2021-2022
B1,2022-04-02,Waregem,St Truiden,0,2,A,9.0,15.0,0.0,7.0,12.0,13.0,1.0,4.0,4.0,2.0,0.0,1.0,2.87,3.3,2.5,2.8,3.4,2.45,2.7,3.35,2.4,2.79,3.47,2.52,2.7,3.4,2.45,2.75,3.25,2.5,2.87,3.6,2.53,2.76,3.4,2.46,15,2,2022,4,2,20,16,7,Away Win,2021-2022
B1,2022-04-02,Mechelen,Kortrijk,3,2,H,15.0,15.0,7.0,5.0,7.0,11.0,11.0,6.0,0.0,2.0,0.0,0.0,1.66,4.0,4.33,1.68,4.0,4.6,1.7,4.0,4.5,1.7,4.29,4.42,1.65,3.9,4.8,1.65,3.9,4.75,1.72,4.33,4.75,1.68,4.05,4.51,17,1,2022,4,2,10,9,7,Home Win,2021-2022
B1,2022-04-02,Oostende,Seraing,2,2,D,13.0,7.0,2.0,4.0,9.0,6.0,6.0,4.0,2.0,1.0,0.0,0.0,2.2,3.6,3.1,2.2,3.5,3.1,2.2,3.45,3.0,2.29,3.47,3.14,2.2,3.4,3.1,2.25,3.3,3.1,2.32,3.71,3.25,2.23,3.49,3.06,17,0,2022,4,2,12,15,7,Draw,2021-2022
B1,2022-04-02,Oud-Heverlee Leuven,Antwerp,0,1,A,16.0,9.0,5.0,3.0,11.0,11.0,6.0,3.0,1.0,3.0,0.0,0.0,3.4,3.75,2.0,3.4,3.75,2.0,3.25,3.6,2.05,3.36,3.81,2.06,3.1,3.5,2.15,3.4,3.4,2.1,3.5,3.85,2.1,3.34,3.69,2.03,19,2,2022,4,2,13,1,7,Away Win,2021-2022
B1,2022-04-03,Standard,St. Gilloise,1,3,A,5.0,13.0,1.0,5.0,18.0,12.0,4.0,7.0,4.0,2.0,0.0,0.0,4.33,4.0,1.66,5.0,3.7,1.68,4.4,3.75,1.7,5.18,3.89,1.67,4.6,3.5,1.75,4.6,3.7,1.73,5.3,4.0,1.74,4.93,3.77,1.68,12,2,2022,4,3,18,17,1,Away Win,2021-2022
B1,2022-04-03,Cercle Brugge,Gent,2,2,D,15.0,10.0,3.0,6.0,14.0,8.0,7.0,4.0,4.0,1.0,0.0,1.0,3.2,3.4,2.15,3.3,3.5,2.1,3.15,3.4,2.15,3.41,3.58,2.12,3.1,3.3,2.25,3.3,3.3,2.1,3.45,3.63,2.2,3.31,3.45,2.12,15,0,2022,4,3,3,8,1,Draw,2021-2022
B1,2022-04-03,Anderlecht,Charleroi,4,0,H,20.0,1.0,11.0,0.0,8.0,14.0,5.0,2.0,1.0,2.0,0.0,0.0,1.5,4.75,5.75,1.49,4.5,6.25,1.47,4.5,6.0,1.47,4.66,6.52,1.47,4.2,6.5,1.45,4.4,6.5,1.5,4.75,6.75,1.47,4.56,6.23,17,1,2022,4,3,0,4,1,Home Win,2021-2022
B1,2022-04-03,Genk,Eupen,5,0,H,14.0,5.0,9.0,2.0,11.0,10.0,4.0,2.0,2.0,1.0,0.0,0.0,1.4,4.75,7.0,1.43,4.75,7.0,1.43,4.8,6.75,1.39,4.97,7.57,1.38,4.75,7.5,1.4,4.6,7.0,1.44,5.1,7.9,1.4,4.84,7.02,20,1,2022,4,3,7,6,1,Home Win,2021-2022
B1,2022-04-09,Eupen,Oostende,0,2,A,9.0,16.0,1.0,8.0,14.0,9.0,5.0,3.0,4.0,3.0,0.0,1.0,2.45,3.4,2.55,2.5,3.4,2.7,2.5,3.4,2.6,,,,,,,2.55,3.3,2.7,2.6,3.7,2.8,2.49,3.46,2.67,17,2,2022,4,9,6,12,7,Away Win,2021-2022
B1,2022-04-09,Antwerp,Cercle Brugge,1,1,D,24.0,5.0,7.0,1.0,6.0,11.0,9.0,2.0,0.0,1.0,0.0,0.0,1.95,3.3,3.6,2.0,3.5,3.5,2.05,3.5,3.3,2.0,3.79,3.55,,,,2.0,3.5,3.5,2.07,3.82,3.6,2.01,3.6,3.48,19,0,2022,4,9,1,3,7,Draw,2021-2022
B1,2022-04-10,Charleroi,Waregem,3,0,H,15.0,9.0,7.0,3.0,9.0,11.0,7.0,3.0,0.0,2.0,0.0,0.0,1.45,4.0,6.0,1.51,4.33,6.25,1.47,4.5,6.0,1.51,4.42,6.27,,,,1.5,4.2,6.0,1.53,5.0,6.4,1.49,4.39,6.07,17,1,2022,4,10,4,20,1,Home Win,2021-2022
B1,2022-04-10,Club Brugge,Mechelen,2,0,H,22.0,8.0,8.0,0.0,8.0,6.0,7.0,4.0,2.0,1.0,0.0,0.0,1.3,5.0,8.0,1.34,5.5,8.0,1.33,5.5,7.5,1.35,5.2,8.35,,,,1.33,5.25,8.0,1.38,5.6,8.5,1.34,5.25,7.94,17,1,2022,4,10,5,10,1,Home Win,2021-2022
B1,2022-04-10,Gent,Oud-Heverlee Leuven,5,0,H,26.0,7.0,12.0,3.0,7.0,13.0,6.0,3.0,0.0,4.0,0.0,0.0,1.22,6.0,9.5,1.23,6.5,12.0,1.25,6.5,10.0,1.24,6.26,11.14,,,,1.2,6.0,13.0,1.25,6.75,13.0,1.22,6.32,11.69,17,1,2022,4,10,8,13,1,Home Win,2021-2022
B1,2022-04-10,Kortrijk,Anderlecht,2,3,A,15.0,15.0,5.0,9.0,10.0,6.0,7.0,3.0,1.0,1.0,0.0,0.0,7.0,4.75,1.33,7.25,4.8,1.42,7.0,5.0,1.4,7.85,4.61,1.41,,,,7.5,4.6,1.4,8.2,5.1,1.48,7.4,4.76,1.39,17,2,2022,4,10,9,0,1,Away Win,2021-2022
B1,2022-04-10,Seraing,Genk,0,2,A,4.0,13.0,2.0,6.0,3.0,13.0,4.0,7.0,0.0,2.0,1.0,0.0,5.75,4.2,1.5,6.25,4.5,1.49,6.0,4.5,1.5,6.67,4.55,1.47,,,,6.5,4.4,1.45,7.0,4.86,1.51,6.25,4.54,1.46,17,2,2022,4,10,15,7,1,Away Win,2021-2022
B1,2022-04-10,St. Gilloise,Beerschot VA,5,0,H,,,,,,,,,,,,,1.14,7.5,12.0,1.17,7.5,17.5,1.17,7.5,15.0,1.16,7.51,16.65,,,,1.14,7.5,17.0,1.17,8.0,18.0,1.16,7.38,15.96,17,1,2022,4,10,17,2,1,Home Win,2021-2022
B1,2022-04-10,St Truiden,Standard,3,0,H,15.0,11.0,5.0,2.0,12.0,15.0,5.0,2.0,2.0,3.0,0.0,0.0,1.83,3.4,4.0,1.88,3.6,4.0,1.85,3.55,3.75,1.92,3.72,3.92,,,,1.87,3.6,3.9,1.94,3.75,4.0,1.89,3.61,3.89,17,1,2022,4,10,16,18,1,Home Win,2021-2022
B1,2022-07-22,Standard,Gent,2,2,D,7.0,25.0,3.0,9.0,14.0,13.0,2.0,12.0,5.0,2.0,1.0,0.0,4.2,3.6,1.85,4.0,3.5,1.9,3.8,3.45,1.9,4.27,3.67,1.89,3.6,3.4,2.0,4.1,3.5,1.85,4.7,3.69,1.91,4.07,3.53,1.88,19,0,2022,7,22,18,8,6,Draw,2022-2023
B1,2022-07-23,Charleroi,Eupen,3,1,H,12.0,8.0,5.0,7.0,10.0,12.0,2.0,1.0,2.0,1.0,0.0,0.0,1.61,3.6,4.75,1.68,4.0,4.75,1.67,3.95,4.6,1.68,4.35,4.69,1.75,3.8,4.2,1.65,3.9,4.8,1.75,4.4,4.8,1.67,4.05,4.59,15,1,2022,7,23,4,6,7,Home Win,2022-2023
B1,2022-07-23,Kortrijk,Oud-Heverlee Leuven,0,2,A,15.0,19.0,2.0,6.0,14.0,13.0,6.0,4.0,3.0,0.0,0.0,0.0,2.37,3.2,2.87,2.35,3.5,2.87,2.35,3.4,2.8,2.47,3.65,2.81,2.3,3.5,2.88,2.4,3.4,2.8,2.47,3.74,2.9,2.39,3.51,2.79,17,2,2022,7,23,9,13,7,Away Win,2022-2023
B1,2022-07-23,Waregem,Seraing,2,0,H,18.0,2.0,8.0,0.0,14.0,17.0,7.0,0.0,1.0,1.0,0.0,0.0,2.15,3.5,2.9,2.2,3.5,3.1,2.2,3.5,2.9,2.2,3.83,3.14,2.25,3.4,3.0,2.15,3.5,3.1,2.35,3.83,3.15,2.2,3.58,3.03,17,1,2022,7,23,20,15,7,Home Win,2022-2023
B1,2022-07-23,St Truiden,St. Gilloise,1,1,D,11.0,14.0,3.0,3.0,9.0,11.0,0.0,5.0,1.0,4.0,0.0,0.0,4.33,3.2,1.85,4.1,3.5,1.9,3.9,3.35,1.9,4.13,3.62,1.93,4.0,3.4,1.91,4.0,3.4,1.9,4.45,3.65,1.97,3.98,3.48,1.91,19,0,2022,7,23,16,17,7,Draw,2022-2023
B1,2022-07-24,Club Brugge,Genk,3,2,H,15.0,16.0,5.0,10.0,7.0,17.0,4.0,3.0,1.0,2.0,0.0,0.0,1.72,3.75,4.2,1.77,4.1,4.0,1.73,4.0,3.9,1.76,4.33,4.2,1.78,3.9,4.0,1.73,4.0,4.1,1.79,4.33,4.65,1.74,4.1,4.08,12,1,2022,7,24,5,7,1,Home Win,2022-2023
B1,2022-07-24,Mechelen,Antwerp,0,2,A,13.0,9.0,2.0,3.0,10.0,9.0,6.0,2.0,1.0,1.0,0.0,0.0,2.55,3.25,2.5,2.6,3.6,2.55,2.6,3.45,2.55,2.63,3.77,2.51,2.55,3.2,2.75,2.6,3.5,2.5,2.85,3.82,2.65,2.61,3.56,2.5,15,2,2022,7,24,10,1,1,Away Win,2022-2023
B1,2022-07-24,Anderlecht,Oostende,2,0,H,13.0,8.0,3.0,1.0,9.0,8.0,7.0,5.0,0.0,4.0,0.0,1.0,1.25,5.5,9.0,1.3,5.5,9.75,1.27,6.0,9.5,1.3,5.79,8.87,1.3,5.25,9.0,1.25,5.75,10.5,1.32,6.0,11.0,1.27,5.73,9.61,17,1,2022,7,24,0,12,1,Home Win,2022-2023
B1,2022-07-24,Westerlo,Cercle Brugge,2,0,H,18.0,4.0,8.0,0.0,12.0,20.0,3.0,4.0,1.0,5.0,0.0,1.0,2.5,3.2,2.7,2.6,3.4,2.6,2.5,3.25,2.65,2.61,3.39,2.74,2.7,3.3,2.5,2.55,3.25,2.7,2.8,3.57,2.79,2.56,3.32,2.68,20,1,2022,7,24,21,3,1,Home Win,2022-2023
B1,2022-07-29,St. Gilloise,Charleroi,1,0,H,16.0,5.0,6.0,4.0,11.0,5.0,8.0,4.0,2.0,1.0,0.0,0.0,1.65,4.0,5.0,1.7,3.9,5.0,1.75,3.65,4.6,1.68,3.96,5.24,,,,1.65,3.9,4.8,1.83,4.02,5.24,1.68,3.87,4.88,19,1,2022,7,29,17,4,6,Home Win,2022-2023
B1,2022-07-30,Cercle Brugge,Anderlecht,1,0,H,13.0,5.0,5.0,0.0,11.0,15.0,8.0,1.0,0.0,5.0,0.0,1.0,3.6,3.4,1.9,3.5,3.5,2.05,3.45,3.45,2.0,3.81,3.68,2.0,,,,3.7,3.5,1.95,3.92,3.68,2.05,3.62,3.53,1.99,15,1,2022,7,30,3,0,7,Home Win,2022-2023
B1,2022-07-30,Oostende,Mechelen,2,1,H,9.0,19.0,7.0,7.0,5.0,14.0,6.0,9.0,0.0,2.0,1.0,0.0,2.62,3.4,2.4,2.75,3.5,2.45,2.65,3.4,2.45,2.79,3.72,2.46,,,,2.7,3.4,2.45,2.85,3.72,2.53,2.71,3.5,2.44,17,1,2022,7,30,12,10,7,Home Win,2022-2023
B1,2022-07-30,Oud-Heverlee Leuven,Westerlo,2,0,H,11.0,14.0,5.0,0.0,11.0,15.0,5.0,6.0,2.0,3.0,0.0,1.0,2.5,3.4,2.62,2.5,3.4,2.75,2.45,3.35,2.75,2.56,3.63,2.73,,,,2.55,3.4,2.63,2.56,3.65,3.03,2.48,3.44,2.72,17,1,2022,7,30,13,21,7,Home Win,2022-2023
B1,2022-07-30,Gent,St Truiden,1,1,D,13.0,11.0,4.0,7.0,14.0,12.0,3.0,6.0,2.0,2.0,0.0,0.0,1.5,4.2,5.5,1.57,4.0,5.25,1.53,4.1,6.0,1.53,4.31,6.61,,,,1.5,4.0,6.5,1.57,4.33,6.61,1.54,4.08,6.04,19,0,2022,7,30,8,16,7,Draw,2022-2023
B1,2022-07-31,Genk,Standard,3,1,H,16.0,10.0,5.0,2.0,15.0,11.0,7.0,4.0,3.0,4.0,0.0,0.0,1.5,4.2,5.25,1.53,4.33,5.25,1.53,4.3,5.75,1.52,4.35,6.15,,,,1.5,4.2,6.0,1.55,4.5,6.3,1.51,4.31,5.82,12,1,2022,7,31,7,18,1,Home Win,2022-2023
B1,2022-07-31,Eupen,Club Brugge,2,1,H,13.0,13.0,6.0,5.0,18.0,13.0,5.0,7.0,4.0,2.0,1.0,0.0,5.25,4.75,1.5,5.75,4.6,1.49,6.0,4.7,1.45,6.13,4.92,1.46,,,,6.0,4.6,1.44,7.0,5.2,1.5,6.0,4.75,1.46,15,1,2022,7,31,6,5,1,Home Win,2022-2023
B1,2022-07-31,Seraing,Kortrijk,0,1,A,18.0,7.0,4.0,3.0,17.0,9.0,3.0,4.0,2.0,2.0,1.0,1.0,2.87,3.4,2.25,2.65,3.3,2.45,2.8,3.3,2.35,2.92,3.45,2.43,,,,2.9,3.3,2.38,3.0,3.47,2.48,2.86,3.34,2.4,17,2,2022,7,31,15,9,1,Away Win,2022-2023
B1,2022-07-31,Antwerp,Waregem,1,0,H,17.0,12.0,7.0,4.0,6.0,14.0,3.0,6.0,2.0,3.0,0.0,1.0,1.36,4.5,7.0,1.4,4.8,7.5,1.37,4.9,7.25,1.4,5.15,7.14,,,,1.36,4.8,8.0,1.44,5.3,8.0,1.38,4.91,7.28,20,1,2022,7,31,1,20,1,Home Win,2022-2023
B1,2022-08-05,Club Brugge,Waregem,1,1,D,23.0,7.0,7.0,4.0,7.0,17.0,7.0,4.0,2.0,3.0,0.0,0.0,1.22,6.0,9.0,1.29,6.25,9.25,1.27,6.0,10.0,1.27,6.84,9.3,,,,1.25,6.0,10.5,1.29,6.9,10.5,1.26,6.39,9.28,19,0,2022,8,5,5,20,6,Draw,2022-2023
B1,2022-08-06,Genk,Eupen,4,2,H,24.0,9.0,14.0,5.0,9.0,15.0,8.0,2.0,0.0,3.0,0.0,1.0,1.36,5.0,6.5,1.37,5.25,7.25,1.35,5.25,7.0,1.35,5.76,8.06,,,,1.33,5.25,7.5,1.38,5.8,8.25,1.35,5.3,7.43,15,1,2022,8,6,7,6,7,Home Win,2022-2023
B1,2022-08-06,Charleroi,Oostende,1,3,A,15.0,9.0,3.0,6.0,11.0,7.0,9.0,5.0,2.0,1.0,0.0,0.0,1.6,3.8,5.0,1.63,4.0,5.0,1.6,4.0,5.0,1.62,4.38,5.23,,,,1.6,4.0,5.25,1.7,4.38,5.25,1.61,4.1,5.04,17,2,2022,8,6,4,12,7,Away Win,2022-2023
B1,2022-08-06,Kortrijk,St Truiden,0,0,D,10.0,18.0,4.0,2.0,12.0,16.0,4.0,6.0,0.0,1.0,0.0,0.0,3.0,3.2,2.3,3.0,3.3,2.35,2.95,3.2,2.35,3.27,3.32,2.34,,,,3.1,3.25,2.3,3.3,3.45,2.4,3.07,3.26,2.33,17,0,2022,8,6,9,16,7,Draw,2022-2023
B1,2022-08-06,Mechelen,St. Gilloise,3,0,H,6.0,6.0,4.0,2.0,14.0,12.0,3.0,5.0,2.0,5.0,0.0,0.0,3.0,3.5,2.1,3.2,3.4,2.15,3.0,3.55,2.2,3.29,3.68,2.18,,,,3.13,3.6,2.1,3.31,3.77,2.2,3.14,3.58,2.14,19,1,2022,8,6,10,17,7,Home Win,2022-2023
B1,2022-08-07,Standard,Cercle Brugge,2,0,H,10.0,6.0,7.0,3.0,15.0,17.0,6.0,6.0,1.0,2.0,0.0,0.0,2.55,3.2,2.55,2.7,3.5,2.45,2.6,3.3,2.5,2.78,3.54,2.56,,,,2.7,3.3,2.5,2.9,3.56,2.6,2.7,3.38,2.51,12,1,2022,8,7,18,3,1,Home Win,2022-2023
B1,2022-08-07,Gent,Westerlo,2,1,H,15.0,9.0,5.0,3.0,11.0,10.0,10.0,7.0,2.0,0.0,0.0,0.0,1.61,4.0,4.75,1.65,4.0,5.0,1.65,3.9,4.8,1.68,3.82,5.2,,,,1.65,3.9,4.8,1.7,4.1,5.3,1.66,3.9,4.9,15,1,2022,8,7,8,21,1,Home Win,2022-2023
B1,2022-08-07,Anderlecht,Seraing,3,1,H,12.0,5.0,6.0,2.0,14.0,8.0,2.0,1.0,1.0,1.0,0.0,0.0,1.25,5.5,11.0,1.27,6.0,10.5,1.25,6.0,10.0,1.27,5.82,9.95,,,,1.22,5.75,11.5,1.3,6.04,11.5,1.26,5.84,10.28,17,1,2022,8,7,0,15,1,Home Win,2022-2023
B1,2022-08-07,Antwerp,Oud-Heverlee Leuven,4,2,H,17.0,8.0,4.0,4.0,7.0,11.0,8.0,7.0,2.0,1.0,0.0,0.0,1.61,4.0,4.75,1.65,4.0,5.0,1.6,4.0,4.9,1.59,4.35,5.25,,,,1.57,4.1,5.25,1.65,4.4,5.4,1.6,4.17,5.05,20,1,2022,8,7,1,13,1,Home Win,2022-2023
B1,2022-08-12,Oostende,Gent,1,3,A,8.0,13.0,2.0,7.0,9.0,7.0,2.0,6.0,3.0,1.0,0.0,0.0,4.75,3.75,1.7,4.8,3.9,1.71,4.7,3.9,1.65,4.87,4.21,1.68,,,,4.8,3.9,1.65,4.9,4.21,1.71,4.74,4.0,1.66,19,2,2022,8,12,12,8,6,Away Win,2022-2023
B1,2022-08-13,Westerlo,Standard,4,2,H,14.0,12.0,5.0,6.0,3.0,11.0,4.0,6.0,2.0,6.0,0.0,1.0,2.05,3.4,3.5,2.1,3.3,3.6,2.05,3.3,3.35,2.1,3.42,3.75,,,,2.05,3.3,3.6,2.15,3.61,3.75,2.07,3.37,3.53,15,1,2022,8,13,21,18,7,Home Win,2022-2023
B1,2022-08-13,Cercle Brugge,Mechelen,0,0,D,12.0,10.0,2.0,4.0,9.0,13.0,8.0,8.0,1.0,3.0,0.0,0.0,2.1,3.6,3.3,2.1,3.5,3.3,2.1,3.5,3.2,2.15,3.7,3.36,,,,2.1,3.4,3.3,2.15,3.76,3.4,2.1,3.55,3.29,17,0,2022,8,13,3,10,7,Draw,2022-2023
B1,2022-08-13,Seraing,Charleroi,0,1,A,11.0,13.0,3.0,5.0,8.0,13.0,4.0,6.0,2.0,2.0,0.0,0.0,4.33,3.5,1.8,4.2,3.7,1.82,3.8,3.65,1.85,4.22,3.83,1.82,,,,4.2,3.6,1.8,4.33,4.0,1.87,4.07,3.72,1.83,17,2,2022,8,13,15,4,7,Away Win,2022-2023
B1,2022-08-13,St. Gilloise,Kortrijk,2,1,H,17.0,6.0,9.0,2.0,22.0,11.0,5.0,1.0,0.0,3.0,0.0,0.0,1.4,4.75,7.0,1.46,4.5,6.75,1.43,4.5,6.75,1.46,4.65,6.61,,,,1.4,4.33,7.5,1.47,4.75,7.5,1.44,4.53,6.84,19,1,2022,8,13,17,9,7,Home Win,2022-2023
B1,2022-08-14,St Truiden,Anderlecht,0,3,A,12.0,10.0,6.0,7.0,13.0,11.0,6.0,5.0,4.0,3.0,0.0,0.0,3.6,3.5,2.0,3.7,3.5,2.0,3.45,3.45,2.05,3.59,3.5,2.08,,,,3.6,3.4,2.0,3.7,3.59,2.11,3.53,3.46,2.04,12,2,2022,8,14,16,0,1,Away Win,2022-2023
B1,2022-08-14,Eupen,Antwerp,0,1,A,16.0,9.0,5.0,3.0,12.0,9.0,6.0,3.0,4.0,0.0,0.0,0.0,4.0,3.6,1.85,3.8,3.75,1.88,3.55,3.65,1.95,3.65,3.85,1.95,,,,3.75,3.6,1.9,4.0,4.0,1.98,3.65,3.75,1.91,15,2,2022,8,14,6,1,1,Away Win,2022-2023
B1,2022-08-14,Oud-Heverlee Leuven,Club Brugge,0,3,A,13.0,12.0,2.0,6.0,6.0,12.0,7.0,5.0,3.0,2.0,0.0,0.0,5.25,3.75,1.65,4.5,4.2,1.68,4.6,4.0,1.65,4.62,4.19,1.68,,,,4.75,4.0,1.65,5.25,4.31,1.69,4.55,4.12,1.67,17,2,2022,8,14,13,5,1,Away Win,2022-2023
B1,2022-08-14,Waregem,Genk,1,4,A,15.0,15.0,6.0,6.0,14.0,16.0,4.0,8.0,4.0,2.0,0.0,0.0,4.33,3.8,1.72,4.2,4.0,1.75,3.85,3.9,1.75,4.19,4.41,1.71,,,,4.2,3.9,1.73,4.33,4.5,1.79,4.11,4.09,1.74,20,2,2022,8,14,20,7,1,Away Win,2022-2023
