Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A
B1,26/12/2020,17:30,Kortrijk,Gent,1,0,1,0.0,0.0,D,9.0,13.0,5.0,6.0,21.0,8.0,4.0,3.0,3.0,0.0,0.0,1.0,3.25,3.5,2.1
B1,26/12/2020,17:30,Oud-Heverlee Leuven,Oostende,1,2,0,1.0,0.0,H,9.0,20.0,4.0,6.0,12.0,9.0,4.0,9.0,1.0,3.0,0.0,0.0,2.6,3.5,2.6
B1,26/12/2020,19:45,Standard,St Truiden,1,2,0,0.0,2.0,A,18.0,9.0,7.0,5.0,19.0,14.0,7.0,3.0,2.0,2.0,0.0,1.0,1.6,3.75,6.0
B1,27/12/2020,12:30,Antwerp,Charleroi,2,1,1,0.0,0.0,D,17.0,6.0,6.0,1.0,13.0,12.0,8.0,2.0,1.0,1.0,0.0,0.0,2.05,3.4,3.6
B1,27/12/2020,15:00,Genk,Waasland-Beveren,1,1,2,1.0,1.0,D,13.0,8.0,2.0,2.0,9.0,11.0,6.0,5.0,0.0,3.0,0.0,0.0,1.28,5.5,9.5
B1,27/12/2020,17:15,Anderlecht,Beerschot VA,2,0,1,1.0,0.0,H,27.0,8.0,6.0,2.0,9.0,20.0,7.0,1.0,1.0,4.0,0.0,0.0,1.7,4.0,4.5
B1,27/12/2020,19:45,Mechelen,Mouscron,2,1,1,1.0,0.0,H,10.0,16.0,5.0,6.0,8.0,15.0,5.0,3.0,0.0,1.0,0.0,0.0,1.57,3.8,6.5
B1,29/12/2020,19:45,Eupen,Waregem,2,3,0,1.0,0.0,H,17.0,16.0,7.0,9.0,21.0,8.0,3.0,6.0,3.0,2.0,0.0,0.0,1.9,3.6,3.75
B1,30/12/2020,19:45,St Truiden,Beerschot VA,1,0,1,1.0,0.0,H,9.0,12.0,3.0,4.0,10.0,14.0,6.0,3.0,3.0,0.0,0.0,0.0,2.25,3.5,3.0
B1,06/01/2021,19:45,Eupen,Genk,1,4,0,1.0,2.0,A,20.0,9.0,3.0,4.0,15.0,10.0,6.0,1.0,3.0,1.0,0.0,0.0,3.6,3.75,1.9
B1,09/01/2021,15:15,Waregem,Mouscron,1,0,1,1.0,0.0,H,6.0,17.0,1.0,5.0,13.0,15.0,2.0,10.0,3.0,2.0,0.0,0.0,1.85,3.75,3.8
B1,09/01/2021,17:30,Cercle Brugge,Eupen,1,2,0,0.0,0.0,D,14.0,12.0,5.0,5.0,12.0,11.0,6.0,8.0,2.0,3.0,0.0,0.0,2.5,3.4,2.62
B1,09/01/2021,17:30,Kortrijk,Genk,2,1,1,1.0,1.0,D,13.0,11.0,6.0,4.0,19.0,11.0,5.0,3.0,1.0,2.0,0.0,0.0,3.5,3.4,2.1
B1,09/01/2021,19:45,Oostende,Charleroi,3,2,1,1.0,1.0,D,19.0,11.0,6.0,3.0,15.0,7.0,6.0,3.0,2.0,0.0,0.0,0.0,2.75,3.4,2.45
B1,10/01/2021,12:30,Mechelen,Antwerp,3,0,1,0.0,0.0,D,12.0,9.0,5.0,0.0,14.0,10.0,6.0,4.0,1.0,3.0,0.0,0.0,2.87,3.4,2.3
B1,10/01/2021,15:00,Beerschot VA,Gent,1,1,2,1.0,1.0,D,7.0,16.0,3.0,6.0,11.0,11.0,2.0,11.0,4.0,2.0,0.0,0.0,3.1,3.5,2.15
B1,10/01/2021,17:15,Oud-Heverlee Leuven,Anderlecht,1,0,1,0.0,0.0,D,5.0,19.0,1.0,3.0,10.0,9.0,1.0,9.0,1.0,3.0,0.0,0.0,4.0,3.6,1.9
B1,10/01/2021,19:45,St Truiden,Club Brugge,1,2,0,0.0,2.0,A,10.0,12.0,3.0,3.0,8.0,13.0,5.0,7.0,1.0,2.0,1.0,0.0,6.0,4.2,1.53
B1,11/01/2021,19:45,Standard,Waasland-Beveren,3,1,1,1.0,0.0,H,20.0,10.0,8.0,5.0,16.0,11.0,5.0,5.0,3.0,1.0,0.0,0.0,1.45,4.2,7.0
B1,12/01/2021,19:45,Oostende,Eupen,1,1,2,0.0,0.0,D,18.0,6.0,4.0,2.0,15.0,10.0,10.0,2.0,2.0,3.0,0.0,1.0,1.8,3.8,4.0
B1,13/01/2021,17:30,Beerschot VA,Cercle Brugge,1,1,2,1.0,0.0,H,3.0,14.0,1.0,2.0,9.0,12.0,2.0,7.0,2.0,1.0,0.0,0.0,1.85,3.75,3.75
B1,15/01/2021,19:45,Eupen,Anderlecht,2,0,1,0.0,0.0,D,18.0,12.0,4.0,5.0,16.0,9.0,3.0,3.0,2.0,3.0,0.0,1.0,4.0,3.75,1.9
B1,16/01/2021,15:15,Oostende,Kortrijk,2,1,1,1.0,0.0,H,7.0,11.0,2.0,2.0,20.0,13.0,2.0,2.0,2.0,1.0,0.0,0.0,2.15,3.6,3.1
B1,16/01/2021,17:30,Mouscron,Genk,2,0,1,1.0,0.0,H,17.0,12.0,12.0,2.0,20.0,16.0,8.0,4.0,2.0,2.0,0.0,1.0,4.75,3.75,1.7
B1,16/01/2021,17:30,Waasland-Beveren,Waregem,1,5,0,0.0,2.0,A,13.0,18.0,7.0,10.0,8.0,7.0,8.0,1.0,2.0,1.0,0.0,0.0,2.7,3.6,2.37
B1,16/01/2021,19:45,Charleroi,Mechelen,0,1,0,0.0,0.0,D,10.0,10.0,5.0,1.0,14.0,21.0,7.0,4.0,1.0,1.0,0.0,0.0,2.05,3.6,3.3
B1,17/01/2021,12:30,Gent,Antwerp,0,1,0,0.0,0.0,D,10.0,7.0,4.0,1.0,14.0,8.0,5.0,4.0,1.0,3.0,0.0,0.0,1.95,3.5,4.0
B1,17/01/2021,15:00,Cercle Brugge,Standard,0,1,0,0.0,1.0,A,7.0,5.0,0.0,3.0,22.0,13.0,7.0,3.0,1.0,1.0,0.0,0.0,3.6,3.5,2.0
B1,17/01/2021,17:15,Beerschot VA,Club Brugge,0,3,0,0.0,2.0,A,10.0,15.0,4.0,6.0,15.0,6.0,5.0,7.0,3.0,2.0,0.0,0.0,6.5,4.75,1.45
B1,17/01/2021,19:45,St Truiden,Oud-Heverlee Leuven,3,1,1,2.0,1.0,H,12.0,9.0,4.0,4.0,11.0,17.0,2.0,4.0,2.0,0.0,0.0,1.0,2.0,3.4,3.75
B1,19/01/2021,17:45,Mouscron,Waasland-Beveren,1,1,2,0.0,0.0,D,14.0,8.0,4.0,4.0,14.0,12.0,6.0,6.0,4.0,1.0,0.0,0.0,1.83,3.8,4.0
B1,19/01/2021,20:00,Anderlecht,Charleroi,3,0,1,2.0,0.0,H,15.0,4.0,4.0,0.0,2.0,16.0,6.0,4.0,0.0,3.0,0.0,0.0,1.9,3.5,3.75
B1,20/01/2021,15:30,Kortrijk,St Truiden,0,2,0,0.0,2.0,A,29.0,8.0,7.0,2.0,14.0,12.0,9.0,1.0,2.0,0.0,0.0,0.0,2.15,3.5,3.1
B1,20/01/2021,17:45,Eupen,Beerschot VA,3,1,1,2.0,1.0,H,13.0,5.0,5.0,3.0,8.0,14.0,7.0,4.0,0.0,2.0,0.0,1.0,1.95,3.75,3.4
B1,20/01/2021,17:45,Mechelen,Standard,0,4,0,0.0,1.0,A,13.0,11.0,3.0,5.0,17.0,14.0,4.0,0.0,1.0,1.0,0.0,0.0,2.25,3.75,2.8
B1,20/01/2021,20:00,Antwerp,Cercle Brugge,1,0,1,0.0,0.0,D,10.0,8.0,1.0,1.0,9.0,14.0,2.0,8.0,2.0,3.0,0.0,0.0,1.5,4.33,5.75
B1,20/01/2021,20:00,Club Brugge,Oostende,2,1,1,1.0,1.0,D,14.0,10.0,6.0,4.0,11.0,12.0,5.0,3.0,1.0,1.0,0.0,0.0,1.28,5.5,8.5
B1,21/01/2021,17:45,Waregem,Oud-Heverlee Leuven,2,3,0,2.0,1.0,H,11.0,17.0,5.0,8.0,12.0,9.0,5.0,9.0,1.0,0.0,0.0,0.0,2.25,3.5,3.0
B1,21/01/2021,20:00,Genk,Gent,1,1,2,1.0,1.0,D,6.0,16.0,3.0,6.0,12.0,25.0,0.0,4.0,2.0,4.0,1.0,0.0,2.05,3.75,3.3
B1,22/01/2021,19:45,Anderlecht,Waasland-Beveren,0,0,2,0.0,0.0,D,26.0,4.0,10.0,0.0,9.0,9.0,13.0,1.0,1.0,0.0,0.0,0.0,1.28,4.5,11.0
B1,23/01/2021,15:15,Mechelen,Eupen,3,0,1,1.0,0.0,H,14.0,12.0,8.0,4.0,9.0,16.0,5.0,10.0,3.0,1.0,0.0,0.0,1.75,3.6,3.6
B1,23/01/2021,17:30,Kortrijk,Cercle Brugge,1,2,0,1.0,2.0,A,16.0,11.0,3.0,5.0,13.0,9.0,8.0,7.0,2.0,1.0,0.0,0.0,2.0,3.75,3.0
B1,23/01/2021,17:30,St Truiden,Mouscron,0,2,0,0.0,1.0,A,17.0,12.0,3.0,6.0,8.0,16.0,7.0,4.0,4.0,3.0,0.0,0.0,1.9,3.6,3.25
B1,23/01/2021,19:45,Antwerp,Oostende,1,2,0,1.0,1.0,D,11.0,12.0,3.0,5.0,7.0,9.0,4.0,4.0,3.0,3.0,0.0,0.0,2.0,3.75,3.4
B1,24/01/2021,12:30,Club Brugge,Genk,3,2,1,1.0,2.0,A,18.0,9.0,8.0,4.0,12.0,17.0,7.0,2.0,0.0,1.0,0.0,0.0,1.55,3.8,5.0
B1,24/01/2021,15:00,Waregem,Beerschot VA,0,3,0,0.0,0.0,D,9.0,9.0,2.0,5.0,13.0,16.0,6.0,3.0,0.0,0.0,0.0,0.0,1.95,3.6,3.1
B1,24/01/2021,17:15,Standard,Charleroi,3,2,1,2.0,1.0,H,14.0,16.0,6.0,10.0,11.0,13.0,3.0,2.0,1.0,2.0,0.0,1.0,1.9,3.6,3.3
B1,24/01/2021,19:45,Oud-Heverlee Leuven,Gent,0,3,0,0.0,1.0,A,12.0,25.0,5.0,9.0,4.0,10.0,3.0,7.0,2.0,2.0,1.0,0.0,3.8,3.6,1.72
B1,26/01/2021,17:45,Eupen,Antwerp,0,2,0,0.0,2.0,A,19.0,11.0,4.0,4.0,10.0,8.0,5.0,4.0,2.0,1.0,0.0,0.0,2.75,3.6,2.37
B1,26/01/2021,17:45,Waasland-Beveren,Mechelen,2,3,0,0.0,2.0,A,9.0,17.0,6.0,7.0,13.0,13.0,6.0,10.0,2.0,1.0,0.0,0.0,4.75,4.33,1.6
B1,26/01/2021,20:00,Mouscron,Anderlecht,1,1,2,1.0,0.0,H,7.0,11.0,1.0,2.0,23.0,11.0,5.0,4.0,2.0,1.0,0.0,0.0,5.0,3.8,1.7
B1,27/01/2021,17:45,Beerschot VA,Kortrijk,0,0,2,0.0,0.0,D,4.0,20.0,1.0,4.0,11.0,12.0,4.0,9.0,1.0,2.0,0.0,0.0,2.4,3.5,2.8
B1,27/01/2021,17:45,Genk,Waregem,3,2,1,1.0,0.0,H,12.0,13.0,5.0,6.0,11.0,11.0,5.0,3.0,0.0,0.0,0.0,0.0,1.5,4.5,5.75
B1,27/01/2021,20:00,Charleroi,Oud-Heverlee Leuven,1,1,2,0.0,1.0,A,19.0,17.0,11.0,5.0,9.0,14.0,12.0,5.0,2.0,3.0,0.0,0.0,1.8,3.8,4.0
B1,27/01/2021,20:00,Gent,St Truiden,1,1,2,0.0,1.0,A,10.0,3.0,5.0,2.0,18.0,16.0,6.0,3.0,1.0,2.0,0.0,0.0,1.57,4.0,5.75
B1,28/01/2021,17:45,Cercle Brugge,Club Brugge,1,2,0,1.0,1.0,D,8.0,8.0,5.0,3.0,9.0,9.0,2.0,6.0,0.0,2.0,0.0,0.0,7.5,5.0,1.36
B1,28/01/2021,20:00,Oostende,Standard,2,2,2,1.0,0.0,H,9.0,21.0,3.0,5.0,15.0,5.0,8.0,12.0,2.0,0.0,0.0,0.0,2.7,3.2,2.6
B1,29/01/2021,19:45,Antwerp,Waasland-Beveren,3,2,1,1.0,1.0,D,15.0,6.0,7.0,3.0,7.0,9.0,12.0,2.0,2.0,1.0,0.0,0.0,1.5,4.5,6.0
B1,30/01/2021,15:15,Mechelen,Genk,0,0,2,0.0,0.0,D,15.0,12.0,2.0,3.0,20.0,16.0,4.0,3.0,2.0,3.0,0.0,0.0,2.55,3.4,2.62
B1,30/01/2021,17:30,Eupen,Mouscron,1,1,2,1.0,0.0,H,12.0,11.0,5.0,4.0,10.0,13.0,7.0,6.0,0.0,2.0,0.0,0.0,2.05,3.3,3.5
B1,30/01/2021,17:30,Oud-Heverlee Leuven,Beerschot VA,0,1,0,0.0,0.0,D,14.0,14.0,3.0,7.0,15.0,12.0,6.0,4.0,3.0,2.0,0.0,0.0,2.2,3.5,3.1
B1,30/01/2021,19:45,Kortrijk,Charleroi,1,3,0,0.0,1.0,A,12.0,14.0,4.0,5.0,14.0,19.0,5.0,3.0,1.0,1.0,1.0,0.0,2.45,3.4,2.75
B1,31/01/2021,12:30,Club Brugge,Standard,3,1,1,2.0,1.0,H,17.0,10.0,7.0,5.0,8.0,18.0,7.0,4.0,1.0,4.0,0.0,0.0,1.55,3.8,6.5
B1,31/01/2021,15:00,Waregem,Oostende,2,1,1,1.0,1.0,D,20.0,13.0,3.0,7.0,8.0,11.0,7.0,9.0,1.0,1.0,0.0,0.0,3.4,3.5,2.05
B1,31/01/2021,17:15,Anderlecht,Gent,0,0,2,0.0,0.0,D,10.0,12.0,4.0,3.0,11.0,17.0,5.0,3.0,0.0,1.0,0.0,0.0,2.25,3.4,3.1
B1,31/01/2021,19:45,St Truiden,Cercle Brugge,3,0,1,1.0,0.0,H,10.0,15.0,6.0,2.0,7.0,11.0,1.0,4.0,3.0,2.0,0.0,0.0,2.0,3.5,3.5
B1,05/02/2021,19:45,Mouscron,Kortrijk,0,3,0,0.0,2.0,A,10.0,13.0,3.0,5.0,14.0,8.0,4.0,4.0,2.0,1.0,1.0,0.0,3.0,3.4,2.3
B1,06/02/2021,15:15,Oostende,St Truiden,3,1,1,1.0,0.0,H,13.0,5.0,4.0,2.0,8.0,14.0,7.0,5.0,0.0,1.0,0.0,0.0,2.0,3.2,3.8
B1,06/02/2021,17:30,Cercle Brugge,Mechelen,0,1,0,0.0,0.0,D,9.0,13.0,3.0,3.0,13.0,11.0,7.0,10.0,2.0,1.0,0.0,0.0,3.0,3.6,2.15
B1,06/02/2021,17:30,Waasland-Beveren,Club Brugge,0,2,0,0.0,1.0,A,6.0,22.0,0.0,10.0,16.0,9.0,3.0,5.0,2.0,0.0,0.0,0.0,13.0,7.5,1.16
B1,06/02/2021,19:45,Standard,Oud-Heverlee Leuven,1,1,2,0.0,0.0,D,13.0,10.0,4.0,3.0,11.0,13.0,7.0,1.0,3.0,1.0,1.0,0.0,1.65,3.8,5.0
B1,07/02/2021,12:30,Beerschot VA,Antwerp,1,2,0,0.0,0.0,D,6.0,11.0,3.0,2.0,8.0,16.0,5.0,7.0,4.0,3.0,0.0,0.0,3.4,3.25,2.2
B1,07/02/2021,15:00,Charleroi,Waregem,1,1,2,1.0,0.0,H,9.0,20.0,8.0,5.0,16.0,8.0,3.0,6.0,1.0,1.0,0.0,0.0,1.75,3.6,4.33
B1,07/02/2021,17:15,Genk,Anderlecht,1,2,0,1.0,2.0,A,5.0,11.0,1.0,3.0,16.0,11.0,5.0,2.0,3.0,2.0,0.0,0.0,2.3,3.4,3.0
B1,07/02/2021,19:45,Gent,Eupen,2,2,2,2.0,1.0,H,9.0,7.0,3.0,4.0,10.0,16.0,3.0,1.0,4.0,2.0,0.0,0.0,1.65,3.75,5.0
B1,12/02/2021,19:45,Oud-Heverlee Leuven,Kortrijk,3,1,1,3.0,0.0,H,8.0,28.0,4.0,10.0,7.0,17.0,3.0,5.0,2.0,4.0,1.0,0.0,2.9,3.4,2.37
B1,13/02/2021,17:30,St Truiden,Waregem,1,2,0,0.0,0.0,D,9.0,15.0,5.0,9.0,12.0,13.0,5.0,2.0,0.0,2.0,0.0,0.0,2.0,3.5,3.6
B1,14/02/2021,12:30,Standard,Antwerp,1,1,2,1.0,1.0,D,9.0,14.0,3.0,5.0,8.0,21.0,4.0,2.0,1.0,4.0,0.0,0.0,2.05,3.5,3.6
B1,14/02/2021,15:00,Beerschot VA,Mechelen,1,2,0,0.0,0.0,D,14.0,16.0,3.0,6.0,8.0,12.0,5.0,6.0,2.0,0.0,0.0,0.0,3.1,3.5,2.25
B1,14/02/2021,19:45,Cercle Brugge,Anderlecht,0,0,2,0.0,0.0,D,10.0,4.0,4.0,0.0,10.0,12.0,4.0,2.0,1.0,1.0,0.0,0.0,3.8,3.6,1.9
B1,15/02/2021,19:45,Gent,Mouscron,4,0,1,1.0,0.0,H,20.0,10.0,9.0,2.0,9.0,12.0,7.0,3.0,1.0,1.0,0.0,0.0,1.5,4.2,6.5
B1,17/02/2021,16:00,Waasland-Beveren,Eupen,1,0,1,1.0,0.0,H,11.0,9.0,5.0,4.0,18.0,18.0,4.0,5.0,3.0,2.0,0.0,0.0,4.0,3.8,1.83
B1,17/02/2021,18:00,Oostende,Genk,3,1,1,2.0,1.0,H,7.0,10.0,4.0,1.0,13.0,8.0,4.0,2.0,1.0,2.0,0.0,0.0,2.25,3.6,2.8
B1,19/02/2021,19:45,Mechelen,Gent,1,1,2,1.0,1.0,D,14.0,12.0,3.0,6.0,11.0,9.0,3.0,3.0,1.0,1.0,0.0,0.0,3.4,3.6,2.05
B1,20/02/2021,15:15,Eupen,Oostende,1,1,2,0.0,0.0,D,9.0,10.0,2.0,1.0,11.0,10.0,3.0,2.0,3.0,2.0,0.0,0.0,2.7,3.5,2.45
B1,20/02/2021,17:30,Mouscron,Cercle Brugge,1,2,0,0.0,1.0,A,9.0,15.0,3.0,8.0,12.0,12.0,7.0,5.0,4.0,2.0,0.0,0.0,2.37,3.5,2.8
B1,20/02/2021,19:45,Waasland-Beveren,Charleroi,1,1,2,0.0,0.0,D,12.0,8.0,3.0,2.0,12.0,10.0,7.0,3.0,2.0,0.0,0.0,0.0,3.6,3.5,1.9
B1,21/02/2021,12:30,Anderlecht,Kortrijk,0,2,0,0.0,1.0,A,10.0,13.0,0.0,8.0,13.0,15.0,6.0,6.0,0.0,3.0,0.0,0.0,1.6,4.0,5.25
B1,21/02/2021,15:00,Waregem,Standard,3,2,1,1.0,1.0,D,13.0,11.0,4.0,6.0,15.0,16.0,6.0,3.0,0.0,1.0,0.0,0.0,3.5,3.4,1.95
B1,21/02/2021,17:15,Genk,Beerschot VA,1,2,0,0.0,0.0,D,20.0,12.0,6.0,5.0,12.0,11.0,10.0,3.0,2.0,3.0,0.0,0.0,1.61,4.33,4.75
B1,21/02/2021,19:45,Antwerp,St Truiden,0,0,2,0.0,0.0,D,9.0,9.0,3.0,0.0,10.0,11.0,3.0,4.0,1.0,1.0,0.0,0.0,1.7,4.0,4.33
B1,22/02/2021,19:45,Club Brugge,Oud-Heverlee Leuven,3,0,1,2.0,0.0,H,21.0,4.0,10.0,0.0,16.0,13.0,8.0,5.0,1.0,3.0,0.0,0.0,1.2,7.0,11.0
B1,26/02/2021,19:45,Charleroi,Genk,1,2,0,0.0,1.0,A,13.0,13.0,4.0,4.0,7.0,10.0,3.0,6.0,2.0,2.0,0.0,0.0,3.1,3.5,2.2
B1,27/02/2021,15:15,Cercle Brugge,Waasland-Beveren,2,0,1,1.0,0.0,H,13.0,9.0,4.0,2.0,15.0,14.0,1.0,1.0,2.0,5.0,0.0,0.0,1.75,4.0,4.2
B1,27/02/2021,17:30,Oostende,Mechelen,2,0,1,1.0,0.0,H,15.0,15.0,6.0,1.0,12.0,4.0,5.0,11.0,2.0,3.0,0.0,0.0,2.37,3.6,2.7
B1,27/02/2021,19:45,Kortrijk,Waregem,1,2,0,1.0,1.0,D,8.0,9.0,6.0,3.0,16.0,15.0,1.0,6.0,1.0,4.0,0.0,0.0,1.95,3.6,3.5
B1,28/02/2021,12:30,Standard,Anderlecht,1,3,0,0.0,1.0,A,13.0,11.0,4.0,4.0,22.0,19.0,2.0,3.0,3.0,2.0,0.0,0.0,2.5,3.5,2.62
B1,28/02/2021,15:00,Beerschot VA,Mouscron,2,2,2,0.0,1.0,A,9.0,10.0,3.0,3.0,9.0,14.0,3.0,4.0,2.0,5.0,0.0,0.0,2.05,3.6,3.3
B1,28/02/2021,19:45,St Truiden,Eupen,0,2,0,0.0,1.0,A,11.0,10.0,3.0,4.0,4.0,8.0,6.0,9.0,2.0,1.0,1.0,0.0,2.15,3.6,3.0
B1,01/03/2021,19:45,Oud-Heverlee Leuven,Antwerp,2,0,1,2.0,0.0,H,10.0,13.0,6.0,6.0,10.0,15.0,2.0,5.0,1.0,2.0,0.0,0.0,3.4,3.6,2.0
B1,05/03/2021,19:45,Charleroi,St Truiden,0,0,2,0.0,0.0,D,18.0,5.0,4.0,4.0,9.0,11.0,4.0,1.0,1.0,2.0,0.0,0.0,2.2,3.6,3.0
B1,06/03/2021,15:15,Eupen,Oud-Heverlee Leuven,3,3,2,2.0,2.0,D,10.0,13.0,7.0,8.0,21.0,9.0,2.0,6.0,4.0,2.0,0.0,0.0,1.75,3.8,4.2
B1,06/03/2021,17:30,Waasland-Beveren,Beerschot VA,1,2,0,1.0,1.0,D,18.0,7.0,6.0,2.0,13.0,17.0,9.0,1.0,2.0,2.0,0.0,0.0,3.0,3.6,2.15
B1,06/03/2021,19:45,Antwerp,Kortrijk,4,2,1,1.0,0.0,H,9.0,18.0,7.0,8.0,11.0,15.0,5.0,9.0,1.0,1.0,1.0,0.0,1.9,3.6,3.6
B1,07/03/2021,12:30,Mouscron,Standard,1,0,1,1.0,0.0,H,8.0,21.0,0.0,4.0,11.0,16.0,3.0,14.0,2.0,1.0,0.0,0.0,3.5,3.6,2.0
B1,07/03/2021,15:00,Club Brugge,Waregem,3,0,1,2.0,0.0,H,18.0,7.0,8.0,1.0,6.0,6.0,6.0,2.0,0.0,1.0,0.0,0.0,1.22,7.0,10.0
B1,07/03/2021,17:15,Anderlecht,Mechelen,1,1,2,1.0,0.0,H,14.0,7.0,3.0,2.0,16.0,16.0,6.0,0.0,0.0,1.0,0.0,0.0,1.9,3.75,3.6
B1,07/03/2021,19:45,Genk,Cercle Brugge,2,0,1,2.0,0.0,H,15.0,7.0,8.0,1.0,9.0,17.0,8.0,2.0,1.0,4.0,0.0,1.0,1.7,3.8,4.33
B1,08/03/2021,19:45,Gent,Oostende,1,0,1,1.0,0.0,H,7.0,15.0,2.0,3.0,16.0,10.0,4.0,2.0,1.0,0.0,0.0,0.0,1.72,3.8,4.5
B1,12/03/2021,19:45,Charleroi,Club Brugge,1,1,2,0.0,1.0,A,5.0,8.0,3.0,2.0,10.0,7.0,7.0,7.0,3.0,0.0,0.0,0.0,6.5,4.0,1.5
B1,15/03/2021,19:45,Gent,Club Brugge,0,4,0,0.0,0.0,D,11.0,8.0,2.0,5.0,14.0,13.0,5.0,6.0,0.0,1.0,0.0,0.0,3.3,3.6,2.1
B1,19/03/2021,19:45,Genk,Standard,2,2,2,0.0,0.0,D,14.0,20.0,5.0,5.0,9.0,15.0,3.0,6.0,2.0,4.0,0.0,0.0,2.05,3.4,3.5
B1,20/03/2021,17:30,Mouscron,Oostende,0,1,0,0.0,0.0,D,10.0,15.0,2.0,5.0,10.0,11.0,2.0,9.0,1.0,1.0,0.0,0.0,3.6,3.3,2.05
B1,20/03/2021,19:45,Eupen,Kortrijk,2,0,1,0.0,0.0,D,23.0,8.0,8.0,0.0,8.0,10.0,6.0,4.0,2.0,2.0,0.0,0.0,2.45,3.3,2.75
B1,21/03/2021,12:30,Club Brugge,Antwerp,0,2,0,0.0,2.0,A,14.0,5.0,4.0,2.0,8.0,14.0,5.0,2.0,4.0,2.0,1.0,0.0,1.5,4.2,6.5
B1,21/03/2021,15:00,Mechelen,Oud-Heverlee Leuven,2,2,2,1.0,1.0,D,20.0,12.0,8.0,4.0,17.0,11.0,6.0,4.0,3.0,1.0,0.0,0.0,1.8,3.75,4.33
B1,21/03/2021,17:15,Anderlecht,Waregem,4,1,1,2.0,1.0,H,26.0,4.0,11.0,1.0,10.0,5.0,5.0,3.0,2.0,1.0,1.0,1.0,1.57,4.0,5.75
B1,21/03/2021,19:45,Gent,Cercle Brugge,1,0,1,0.0,0.0,D,9.0,7.0,5.0,3.0,18.0,19.0,3.0,2.0,2.0,2.0,0.0,0.0,2.05,3.75,3.2
B1,03/04/2021,15:15,Oostende,Waasland-Beveren,0,2,0,0.0,2.0,A,18.0,15.0,6.0,7.0,9.0,19.0,4.0,3.0,2.0,2.0,2.0,0.0,1.44,4.5,7.0
B1,03/04/2021,17:30,St Truiden,Mechelen,2,1,1,2.0,0.0,H,12.0,15.0,3.0,6.0,13.0,9.0,5.0,8.0,0.0,2.0,0.0,0.0,2.9,3.4,2.4
B1,03/04/2021,19:45,Kortrijk,Club Brugge,1,2,0,1.0,1.0,D,11.0,13.0,5.0,3.0,14.0,15.0,3.0,9.0,4.0,2.0,0.0,0.0,6.5,4.2,1.5
B1,04/04/2021,12:30,Cercle Brugge,Beerschot VA,2,1,1,2.0,0.0,H,7.0,8.0,3.0,1.0,10.0,15.0,2.0,4.0,3.0,1.0,1.0,0.0,1.95,3.6,3.6
B1,04/04/2021,17:15,Standard,Gent,2,1,1,0.0,1.0,A,16.0,13.0,4.0,4.0,9.0,14.0,6.0,7.0,2.0,4.0,0.0,0.0,2.55,3.4,2.62
B1,04/04/2021,19:45,Charleroi,Mouscron,1,1,2,0.0,0.0,D,15.0,18.0,6.0,4.0,17.0,17.0,6.0,5.0,1.0,3.0,0.0,0.0,1.8,3.6,4.5
B1,05/04/2021,12:30,Oud-Heverlee Leuven,Genk,2,3,0,0.0,1.0,A,10.0,21.0,7.0,8.0,8.0,12.0,7.0,7.0,1.0,0.0,0.0,0.0,3.75,3.5,1.95
B1,05/04/2021,15:00,Waregem,Eupen,2,1,1,0.0,1.0,A,24.0,21.0,10.0,8.0,9.0,15.0,7.0,8.0,1.0,3.0,0.0,1.0,2.3,3.4,2.9
B1,05/04/2021,17:15,Antwerp,Anderlecht,1,4,0,0.0,0.0,D,9.0,14.0,4.0,8.0,11.0,11.0,1.0,7.0,0.0,1.0,0.0,0.0,3.0,3.2,2.45
B1,06/04/2021,18:00,Waasland-Beveren,St Truiden,2,4,0,1.0,1.0,D,13.0,19.0,6.0,8.0,11.0,7.0,4.0,6.0,5.0,1.0,2.0,0.0,3.1,3.5,2.2
B1,07/04/2021,18:00,Beerschot VA,Charleroi,2,1,1,1.0,0.0,H,12.0,16.0,4.0,3.0,13.0,14.0,3.0,9.0,2.0,2.0,0.0,0.0,2.8,3.5,2.37
B1,09/04/2021,19:45,Eupen,Standard,0,4,0,0.0,1.0,A,11.0,19.0,3.0,6.0,10.0,12.0,6.0,5.0,1.0,0.0,0.0,0.0,3.5,3.4,2.05
B1,10/04/2021,15:15,Cercle Brugge,Oud-Heverlee Leuven,3,0,1,1.0,0.0,H,12.0,13.0,6.0,2.0,13.0,13.0,4.0,11.0,4.0,1.0,1.0,0.0,2.0,3.75,3.4
B1,10/04/2021,17:30,Mechelen,Waregem,4,2,1,2.0,0.0,H,20.0,18.0,12.0,5.0,14.0,9.0,3.0,7.0,3.0,0.0,0.0,0.0,1.75,4.2,4.0
B1,10/04/2021,19:45,Gent,Charleroi,4,0,1,2.0,0.0,H,17.0,9.0,8.0,2.0,12.0,14.0,9.0,3.0,3.0,2.0,0.0,0.0,1.66,4.0,4.75
B1,11/04/2021,12:30,Genk,St Truiden,4,0,1,3.0,0.0,H,19.0,6.0,8.0,2.0,13.0,13.0,5.0,2.0,0.0,1.0,0.0,0.0,1.55,4.2,5.5
